file	paragraph	score	chars	preview
009.有朋党无政党.txt	2	3	183	从唐朝牛李党争以来，有朋党而无政党，所谓政党，其实是朋党。国民党是最大的朋党，但却假托政党之名。以为国民党是政治学上的政党的，是大傻瓜。欧阳修说：“小人无朋，其暂为朋者，伪也。”国民党却是“小人有朋”的，他们在虚伪中结之以利，“小人与小人，以同利为朋，此自然之理也。”虽然这种结合是暂时的，但国民党根本是只争一时的，狗抢骨头，当然不会争千秋。（1984年7月14日）
010.1984年7月23日.txt	4	3	103	碰到忠栋，他问我电话，我说我不问你的，你也别问我的。我们这样老朋友，总是这样不期而遇才好。你总归记得就是了：不被解聘，就是你们大学教授的耻辱。我说你的言论忽高忽低，高时有时还不错，低时就是十足湖北人水准了。
010.1984年7月23日.txt	6	3	187	《新潮流》有一位张先生投书说：“国民党当局禁止离别父母兄弟姐妹三十多年的人回大陆原乡探亲，实在是不得人心之举。不仅如此，甚至由国外转来不谈政治的家信都给没收，如系现役军人则交由政治部门登入安全资料，以为日后出国之管制（出国人员忠贞品德考核表内有‘曾否与匪区通信’一栏）。为了反共竟要我们六亲不认，那是何等的残忍。”——国民党竟有此种考核表，真是奇闻。（1984年7月23日）
011.伟人是很容易被脱手的.txt	2	6	81	李宁来做访问。李宁说日前她去远东公司买衣服，因身上带的钱不够，缺两百元，女店员看她手中有新出《千秋》二册，说：“你可以用李敖这两本书抵两百元。”李宁同意，乃成交。
011.伟人是很容易被脱手的.txt	3	5	146	有一个笑话说，英国首相丘吉尔坐计程车到广播电台广播，到电台门口，丘吉尔对计程司机说：“车不好叫，请等我好不好？”计程司机不知他是丘吉尔，说：“不能等你，因为我要赶回家去听丘吉尔广播。”丘吉尔为之大喜，乃说：“我会多赏你一镑。”计程司机说：“好吧，我等你，不听广播了，为了钱，管他妈的丘吉尔！”
012.“聚敛之臣”的德政.txt	1	2	9	“聚敛之臣”的德政
012.“聚敛之臣”的德政.txt	2	4	273	小魏夫妇、南榕、会云夜谈。我说今天报上说银行跑3点半延长半小时，改为4点了。报上说：“银行延长营业，最大的受惠者是经常跑3点半的工商业者。按目前银行支票交换作业，如果交换后发现支票存款不足，该存户为免发生退票，必须在下午3点半以前筹足款项，到银行补齐支票存户中短少部分。银行延长为4点关门，经常调支票头寸的工商业者，可多出半小时筹款。”并说这一德政是“构想来自财政部长陆润康”，真令人哭笑不得。一个笑话说，妇女节那天，丈夫对太太说：“今天是妇女节，你今天不要洗碗了，留着明天一起洗吧。”国民党“聚敛之臣”的德政，大率类此
013.执言与抓人.txt	3	4	128	午后与祥辉谈，我建议他戏拟国民党大抓人名单，看看要抓多少人才能镇得住党外杂志的“世纪大进击”、“绝地大反攻”。我说国民党至少要抓二十人以上才能稍微镇住一点儿，可是久了还是不行。谈到党外诸公排挤李敖的事，祥辉说：“你是党外的在野党。”（1984年7月28日）
015.杂种国民党和杂种党外.txt	2	7	296	与虚一午餐。虚一说他参加了《八十年代》主办的“殷海光纪念学术座谈会”，会中一些人问他你为什么同李敖在一起？我笑着说：你应该这样答复他们，你该说：“只要你们对我有李敖对我的一半好，我就‘弃暗投明’，跟你们在一起了！”虚一听了，为之失笑。这些伪君子们，他们光说不练，他们的关怀是假的，他们的道德与是非标准是人造奶油式的。他们有时候比纯种国民党还可恶。纯种国民党可恶，可恶得很明确，使你一见就要打它；可是这些伪君子们却又像国民党又像党外，只是杂种国民党和杂种党外（英文octoroon一字意味黑人血统八分之一的混血儿，他们大都
016.要做中国人，先做美国人.txt	2	2	127	会云生日，以祺夫妇请午饭。以祺他们因为入了美国籍、做了美国人、有了洋护照护航，才有了海峡三岸的自由。这一现象，说明了中国人要“做堂堂正正的中国人”，得先做美国人。你做了美国人，中国人才把你当中国人；你纯做中国人，中国人就把你当狗。（1984年8月15日）
017.“拜码头”.txt	2	4	29	报载“林义雄、高俊明夫妇拜访李副总统致谢”，他们真做错了。
017.“拜码头”.txt	4	3	348	《战国策》记齐宣王见颜斶，曰：“斶前！”斶亦曰：“王前！”宣王不悦。左右曰：“王，人君也；斶，人臣也。王曰：‘斶前！’斶亦曰：‘王前！’可乎？”斶对曰：“夫‘斶前’为慕势，‘王前’为趋士。与使斶为慕势，不如使王为趋士。”王忿然作色，曰：“王者贵乎？士贵乎？”对曰：“士贵耳！王者不贵。”我在《千秋评论》第二十一期谈到我对党外人士“以傲慢示人”的事，我在跟这个岛上的朋友的交往中，一直摆下高姿式，好像要人“拜码头”似的，其实这不是傲慢，也不是大架子，而是成全别人的“趋士”（礼贤下士），训练朋友对“士贵耳！”的领悟，使他们
018.国民党统治下的知识分子.txt	3	4	205	今天报上登了不少纪念周弃子的文字，一片“个人滥情”与“廉价伤感”耳，跟国民党走的知识分子，总是这些货色。国民党统治下的知识分子总是“做人成功、作文失败”，“做人成功”者，只整天搞文酒之会、做公共关系，大家以肉麻当有趣；“作文失败”者，这些人的作品，统统不成个东西。总之，国民党统治下的知识分子实在不成格局。古人不成格局者，尚知藏拙；可是国民党统治下的知识分子却又个个只知现丑，真恶心人！（1984年8月26日）
019.以假易真.txt	2	3	126	右眼近视减0.25，去配眼镜。眼镜店老板认出我，同我闲聊。他伸出手臂，指着他的手表说：“这是台湾出的假劳力士，只要一千元。比我那真的劳力士还准，所以我把真的收起来，戴上假的。”——有真的压箱底，而以假的示人、以假的实用，有趣哉！（1984年8月28日）
021.“政府威信”与“流氓威信”.txt	1	2	13	“政府威信”与“流氓威信”
021.“政府威信”与“流氓威信”.txt	2	3	96	国民党口口声声维护“政府威信”，但你自己狗屁倒灶，有何威何信可言？这次高雄流氓李慧昌朝警察局连放数枪，使国民党胆寒——你整我，我就整你，此真维护“流氓威信”者也！此种流氓，真情毕露，真不朽矣！
021.“政府威信”与“流氓威信”.txt	3	2	94	我前年出狱当天，就以《天下没有白坐的黑牢》整国民党，使国民党胆寒，此亦维护威信者也。昨天“林产科”笑谓：“朋友敌人都怕李敖如怕老虎。”一介匹夫，有威信如此，亦不朽矣！（1984年9月5日）
022.怎样杀老浑蛋？.txt	4	2	84	人类学中“弃姥”（弃老）的例子很多，只是这个例子最有趣味。我建议我们要搭很多高台子给台湾这些老混蛋，让他们“乐极生狂，忘其在台上歌舞，跌下身死”。（1984年9月5日）
023.“与子偕小”与“与子偕亡”.txt	1	2	13	“与子偕小”与“与子偕亡”
023.“与子偕小”与“与子偕亡”.txt	2	5	354	小如夫妇昨天过台，中午与老孟来，十四年不见了。上次小如来看我，正是我被警总门口“站岗”之时。小如当年在阳明山家中打字，被特务诬指为向大陆打电报；后来开敦煌书店，又被诬指为卖禁书（他们不识货，凡是英文书封面上有red字眼的，一律以匪货视之！）。最后不堪其扰，乃放洋做美国人矣！小如问我今后的方向，我说跟国民党陷在一个岛上，又有个屁方向！在这种局面下，我们做的一切努力，都会因国民党在世界上无立足之地而连累得也无立足之地——台湾变小了，你也跟着变小了。我们牢也没少坐、刑也没少受、罪也没少遭，可是声名成绩却不如苏联的人权斗士
024.动物园的感想.txt	2	3	218	中秋节。午后与导群返老还童，去逛动物园，已经十六年没去逛了。棕熊（罴，Brown Bear）出生时只有五百克，但一年后可长到九十公斤，就是重了一千倍，真有趣。喜玛拉雅熊（Himalayan Bear）除交配外，喜欢独居，此点甚似李敖。大长臂猿（黑手长臂猿Siamang Gibbon）以高速在单杠间飞跃，敏捷利落，观众为之鼓掌，我向导群说：“真正该得金牌者，此公也！”长臂猿的活动，每天手比脚忙，此点亦甚似李敖。（1984年9月10日）
027.唐德刚之言.txt	2	4	238	宏正来电代德刚约，说星期天下午来看我，我说我星期天没空。只有今天下午有点空。后来再约，改下午4点来。德刚谈锋甚健，他说他虽是哥伦比亚大学的史学专家与图书馆专家，可是看到我处理图书资料的本领，自叹弗如。我劝他设法筹印《胡适全集》，他说：“他们把我也排挤在外，结果他们不做，也不让别人做。”我想，胡适一辈子结交乡愿朋友、乡愿学生，自己也常做大乡愿，结果死后，使真正了解他的人（像唐德刚、像李敖），也格于乡愿的拦阻，无法帮他完成身后事，这真是人间的一大讽刺！（1984年9月14日）
028.“假共产党”.txt	1	2	6	“假共产党”
028.“假共产党”.txt	2	2	187	黄怡在电话中说，王拓坐牢后，他的同志瓜分了办《春风》出版登记的三十万元，使王拓欠债至今。又说，陈鼓应弟子某女士在美丽岛事件时大肆出卖同志。我说这些人对敌人没能力实行“共产主义”，反倒先对朋友实行起“共产主义”来了；对敌人不能出卖，反倒先对朋友出卖起来了。我早就看不起台湾的左派，这些事发生，一一证明了我常说的他们是“假共产党”，他们真是“假共产党”！（1984年9月15日）
031.国民党又造谣了！.txt	4	2	148	这全是造谣。我只在李翰祥办公室见过吴勉之一面，一句话也没说过，毫无交往，更何来“深入交往”？我的书“流入国外市场”，更与李翰祥、吴勉之无关，而是毕丽娜（费翔妈妈）等不领台湾身份证的人仗义帮的忙。马星野最近口口声声“造谣为记者大忌”，不知祸起国民党自己墙头，又做何感想也！（1984年10月29日）
032.谁追国民党？.txt	2	2	140	方豪神父告诉我说，在国民党兵败山倒四处逃亡之际，他在厦门《中央日报》看到有标题是：“我军一撤千里，匪军追赶不及。”我传出这一名句，它就流传至今。一个老兵告诉我：他们剿匪多年，可是从来都是被自己人追着逃，从没被共产党追着逃。其实共产党还没来，国民党就先逃了。（1984年11月8日）
033.注意可行性与大众性.txt	2	3	224	人类的种种问题，其实岂止诡辩家们、蛋头们所吵闹的一面？在这一面外，还有许多面。有的是侧面、有的是斜面、有的是什么什么面……但我认为人类种种问题中的每一个问题，都应该有一个大公道大轨迹（人民眼睛也、时代潮流也）可寻，这个大公道大轨迹，应该是可行的、大众的，这种可行性和大众性，应该在智者的影响下，变得愈来愈合乎正义。这就是说，可行性和大众性的情形常常是一种现状，现状并不一定好，也并不一定对，这就需要智者点化，改变大众的看法，达到新的可行性和大众性。
033.注意可行性与大众性.txt	4	4	90	走辩难问难路子的人，他有足够的理论和学术去纸上谈兵，可是他这一套，除了七嘴八舌徒乱人意以外，于事实无补，既无可行性，又没有大众性，说得严重点，是自乱阵脚；说得轻松点，是下军棋游戏。
034.没有大忏悔，只有大遮盖.txt	2	3	240	陶百川、徐复观这些帮国民党做恶的杂碎，他们做恶后到了台湾，偷洗血手，冒充清流，这一自我清洗的小动作是可以理解的，但是素来清白的党外人士却还帮他们清洗，反而奉他们为清流，这就不可以理解了。事实上，这种人首先该做的，是公开的、诚意的向我们大忏悔，以示诚意。但他们没有大忏悔，只有大遮盖。这种态度，是最没有诚意的态度，反证了他们只是欺骗我们罢了。王维的诗说：“遥爱云水秀，初疑路不同，安知清流转，偶与前山通。”他们毕竟是与前山通的国民党啊，跟我们总是路不同的！（1984年12月16日）
035.三百六十的数字观.txt	2	3	169	田汝成《游览志余》说：“杭州三百六十行，各有市语。”所谓“三百六十”，在中国文献中，从《礼记》开始，常常运用。《淮南子》中有“三百六十节”；苏轼诗中有“三百六十寺”；施肩吾诗中有“三百六十日”……这种描写方法，不外是表示数目很多。用三百六十来称呼各行各业，是明朝开始的。事实当然不是三百六十行，也不止三百六十行。（1984年12月16日）
036.开饭的社会.txt	2	2	211	2月24日中视午间新闻中有李登辉谈话，他把“开放的社会”念成“开饭的社会”，这个笨东西，连话都说不清楚。不过，他把“开放”念成“开饭”，倒也歪打正着呢！国民党统治台湾，不能“开放”，却能“开饭”——人人有得吃或勉强有得吃，才形成一片顺民的世界。设若没饭吃，大家铤而走险矣，纵有“主义”、“领袖”、“国家”、“责任”、“荣誉”等“五大信念”，又有何用哉？人人有饭吃，则随你“信念”五大十大一百大耳！（1984年12月16日）
037.批蒋通电出土.txt	3	8	1440	南京第二届中央执监委员会、中央党部、政治会议、国民政府各院部司、各省府省党部、各机关、各法团、各报馆、各总司令、各总指挥、军师旅长、全国革命同志鉴：顷上阎冯两总司令蒸子电，文曰：五台总司令阎，总司令冯钧鉴：佳（9日）午电计登签掌。窃以国事败坏至于今日，可谓亟矣。自去岁北伐完成，蒋介石柄政以来，暴乱之迹，擢发难数，敢为钧座痛哭陈之。国民政府乃在党治运用之下，为国民公有之政府，非任何人所得而私。自蒋氏继任主席，滥用威权，包办三全大会，党成一人之党，中央成一人之中央。假中央集权之名，行专制独裁之实。总理遗训，天下为公，而
037.批蒋通电出土.txt	4	4	285	这一通电的事，在《蒋总统秘录》第七册中记其原委说：“国庆节的10月10日，宋哲元、石敬亭等二十七人联名通电反抗中央，反对编遣国军；此时，他们的首领冯玉祥还闲居在山西省的五台阎锡山处，当然他和这些作乱的部属是有着联系的。……国民政府立即于11日下令将宋、石等人免职拿办，并决定武力讨伐的方针。”这一通电，《传记文学》中除了有“对蒋先生肆意诋毁，措词极为激越。我们现在读了那篇电文，犹不禁痛愤其狂悖无状”等三十四个字评论外，通电全文，一律照登，设想如果党外刊物这样登了，非给查禁并戴上诋毁元首大帽子不可矣！国民党查禁与戴帽的
038.下跪得太早了一点.txt	3	5	189	1973年，陈鼓应和我，还有几个台大学生被警总约谈，由阎振兴校长保释出来。后传出陈鼓应在警总跪地求饶之说，故有青年以鄙夷的口气问我此事是否确实。在警总，我和陈鼓应是隔离审讯的，彼此情况根本不知道。故我只得反问那位青年：“你喜欢跟人下跪吗？如果你不喜欢，陈鼓应会喜欢吗？如果陈鼓应果真跪地求饶，那一定有他不能承受的心理和生理的压力，我们应该同情被压迫者，还是应该同情压迫人的人？”
038.下跪得太早了一点.txt	4	2	179	这一辩解，很令我们开眼界。只是陈鼓应他们只不过在警总待了一夜，就放出来了，这么短的时间里就传出这种事，似乎跪地求饶得太早了些、似乎太没种了一点。听说他们有人在进门前就高举双手，大喊：“别打我，你们要我说什么我就说什么！”这种人，其种在水平以下，实开警总人犯洋相之新纪录。我们当然“应该同情被压迫者”，但是他们实在也该像样的撑一撑吧？（1984年12月17日）
039.古语今用更真实.txt	1	2	7	古语今用更真实
039.古语今用更真实.txt	2	3	75	“不战而屈人之兵”也、“决胜于千里之外”也，都是古话而有现代新义者。在按钮战争时代，胜负之间，这些话用于现代，比用于古代更真实。（1985年1月4日）
040.国民党谄洋鬼而祭之.txt	6	2	59	《礼记·曲礼》有“非其所祭而祭之”的话；《论语·为政》有“非其鬼而祭之，谄也”的话，其此之谓乎？（1985年2月2日）
041.中人的歧路.txt	4	2	105	在我看了这个岛上的许多“中人”（所谓自由人士、学者专家）以后，我真的相信他们真是“穷则为小人，泰则为君子”的货色了，只可惜他们老是“小人固穷”，所以老是给老K做狗，君子之泰，总是不见了！（1985年2月11日）
042.那时你在哪里？.txt	2	3	240	前进被诬诽谤案，在蔡仁坚等被判刑后，林正杰忽然大做其秀，跑到台北地检处“自首”，说责任在他，与蔡仁坚等无涉。我奇怪，既然责任在他，为什么在蔡仁坚他们被审多次时他不露面？那时他是不是意在要人顶罪、被国民党“宰白鸭”？他在《挑担者言》中说：“批评不如参与，党外的担子，全体党外都有义务来挑。如果嫌挑担子的人姿势不美，有大肩膀的人，应该站出来说：‘我来挑。’”如今我们总算见识了他的“大肩膀”了。原来是在别人为他压垮了以后，他才站出来“参与”，好个乖巧的新生代！（1985年2月11日）
043.张春男的卓见.txt	3	3	123	自几个月前蒙难归来后，我发现党外界与从前大不相同了，其一是从前道不同不相为谋的国民党同路人与党友，现在已和党外混成一片了。买票当选的，利用职权谋取私利的，甚至当国民党走狗的，党外都来者不拒，照单全收，已经失去了清纯，这是今昔党外界的一个重大不同。
043.张春男的卓见.txt	4	3	303	张春男的看法是很敏锐的。我总觉得，这是一个中国人有史以来最没有是非大义的岛，到处是伪君子和乡愿、到处是伪君子和乡愿、到处是伪君子和乡愿，过去虽然黑暗，但阉党是阉党、清流是清流，两者一下一上，有云泥之判；现在阉党固然仍为阉党，而所谓清流者，却是一个又一个“准阉党”，两者不相上下，而云即是泥。滑稽的是，勾结“国民党同路人与党友”的党外老小政客，居然还无耻的指责别人是“恶势力”，是非大义在真伪混淆之中，已经如此陵夷，这真是“汉唐以来所未有也”的鲜事。我纵横古今这么多年，从来没见识过这么多的伪君子和乡愿充斥在一个号称前进、
045.中国的游记.txt	2	3	133	顾炎武说：“有体国经野之心，然后可以登山临水。”一山一水，凡夫俗子去了看了，只是去过看过而已，至多在树皮上石块上刻了“某某到此一游”而已，不能再有任何意义。可是一山一水，若被有心人去过看过，结果就不相同。有心人常把山水之乐得之心而寓之文，这类文字，就是所谓“游记”。
046.沙门岛与魔鬼岛.txt	2	2	20	郑之诚《古董琐记》有“沙门岛”一条，说：
046.沙门岛与魔鬼岛.txt	3	2	152	《水浒》等说部，每言刺配沙门岛。按沙门岛在山东登州，距海岸数十里，其岛如纱帽形，今又呼为纱帽岛。土地卤斥，不生草木。王定国《甲申杂录》：“沙门岛旧属有定额，过额则取一人投之海中。神宗时，马默守登州，建言今后溢额，乞选年深自至配所不作过人，移登州。上深然之。即谓可着为定制。”是刺配至此者，亦有军牢约束也。
046.沙门岛与魔鬼岛.txt	4	2	112	宋朝的沙门岛“有军牢约束”，这与国民党军管绿岛（火烧岛）同级——国民党复兴中国文化呢！又法国流放囚犯，在南美有魔鬼岛（Devil's Island，属法属圭亚那），也与绿岛同级——国民党又全盘西化呢！（1985年7月11日）
047.谁看“三民主义”？.txt	1	2	9	谁看“三民主义”？
047.谁看“三民主义”？.txt	4	3	100	多好笑啊！国民党整天宣传“三民主义”、考试“三民主义”，并号召以“三民主义统一中国”，可是大家却没看过“三民主义”！没看过正本足本“三民主义”。孙中山死而有知，不知做何感想也！（1985年7月11日）
048.给全民上了专制的一课.txt	2	3	35	今天《民生报》登有“民生论坛”——《宣布中秋补假是民主一课》，其中说：
048.给全民上了专制的一课.txt	3	3	71	连日来议论纷纷的中秋节补假问题，终因总统的密切关注而得一最合情合理的解决。人事行政局中秋补假一天的宣布，有如雨过天晴，云破月出，令人不胜快慰。
048.给全民上了专制的一课.txt	4	2	87	中秋节补假虽是一件小事，但可以喻大。舆论的沸腾、总统的关切，以及人事行政局之收回成命。这三者虽都围绕着补不补假而发，但所关系者不仅是一天假期，而是无形间给全民上了民主的一课。
049.拒见林希翎.txt	2	3	130	登恩4号请晚饭，说林希翎想约席中一谈，如不能去，林希翎饭后想来拜访。我都谢绝了。我告诉登恩，可转告林希翎：“李敖说，你来台湾干吗？你不该来台湾的，来台湾多少会被国民党利用。”今天登恩转告：“林希翎回话说：我来台湾干吗？我来看李敖啊！”（1985年10月13日）
050.国民党的自大狂.txt	2	3	276	国民党党营的正中书局出版国民党教授李定一译《世界史纲》，不识原文中“Megalomania led them at last to the prossession of Egypt．”中Megalomania（自大狂）一字，竟翻译成“最后麦格隆满尼（Megalomania）王竟征服埃及”（应该译为“最后自大狂使他们占有埃及”）闹出了大笑话。不过话说回来，国民党的“麦格隆满尼王”其实未尝不是“自大狂”的同义字。看到这种人失国之际，犹以立国元勋的身份发言；做了亡国之君，犹以开国之君的气派发言，除了自大狂以外，真无法别做
051.在天使一边.txt	2	6	260	迪斯累里1864年演说，有名言曰：“The question is this：Is man an ape or an angel？ I， my lord， am on the side of the angels．”（问题是：人是猴子呢？还是天使？我主啊！我是在天使一边的。）其言甚辩，但也颇为自许。其实自己在天使一边，并非就不成问题。撒旦（Satan）就是被谴下凡了的天使，广义的说，猪八戒也未尝不是，只不过面目差了些。问题不在你在天使一边，而在你选的是哪一种天使。选错了天使，你不会好看的。（1985年12月10日）
052.只证明你们更残忍而已.txt	2	4	92	中华民国总统袁世凯，通过情报首长、特务头子赵秉钧，找黑社会头子应桂馨暗杀宋教仁。事成后，又越过赵秉钧，直接派人杀应桂馨灭口。赵秉钧气不过，打电话给总统说：“如此，以后谁肯为总统做事！”
052.只证明你们更残忍而已.txt	3	2	105	国民党在暗杀江南以后，一方面“一清专案”出卖了黑社会头子，一方面一再证明江南是国民党的情报员。但，是了又怎样？揭了这个底，除了证明你们连自己人都杀、证明你们更残忍以外，还能证明些什么？（1985年12月24日）
053.又是露奶头问题.txt	2	4	662	去年1月19日我写信给国民党新闻局长张京育，说：“在贵局迭次‘扫黄’行动中，揭橥的标准是‘三点不露’，就是刊出的图片上，不得露出女人的两个奶头和阴部，凡露奶头和阴部者，皆在取缔之列、法办之列。虽然如此，藐视贵局规定而大露特露者，贵党主持之报纸固优为之。即以1984年2月21日到22日短短两日间为例，2月21日，《中国时报》刊出裸女图、同一天《新生报》刊出裸女图、同一天《大华晚报》刊出裸女图，奶头和阴部无一不露；2月22日，《联合报》又刊出裸女图，奶头和阴部又无一不露……凡此密集安露，贵局及有关单位皆睁一只眼闭一只眼
054.你的小留学生呢？.txt	2	3	308	国民党驻美黑代表钱复，1月7日报告，谈到“小留学生”的问题。他指出：我们在美国的小留学生，人数一万以上，他们虽是中国人，但中国语文教育基础不足，又因护照过期，要升大学也成了问题，最严重的是隔离父母，缺乏家庭教育，影响人格的发展，个人又无法照顾自己生活，滋生了许多问题。将孩子过早送到外国的父母，实在对不起孩子云云。但是，1983年1月4日，钱复上任登机前，却明明看到他念高三的儿子、念初三的女儿，和他一道儿去美国了，这一子一女，难道不是小留学生吗？不同的是：别人只是没有钱复这种可以举家赴美的特权而已。正因别人无此公然由
055.不想见翁松燃了.txt	2	3	79	宏正转告翁松燃问候之意，我说松燃老是跟莫名其妙的人（指官方与通官方的党外分子）来往，对过去的他，实在是一种退步与失格，我不想见他了。（1985年12月27日）
056.黄石城的马屁经.txt	3	9	292	首先，就蒋总统经国先生的人格事功而言，他是一位卫道者，古人说：“一言以为天下法，一行以为天下则。”经国先生的确做到了；在思想上，他手著的《荒漠甘泉》中那种悲天悯人，先天下之忧而忧，后天下之乐而乐的胸襟怀抱可以看出；在行为上，他在大陆时期担任专员“江西剿共”，以及“上海打虎”，名噪一时；来台后担任行政院长期间为国筹谋十大建设，剑及履及亲临深山旷野慰问工作人员，亲民爱民遍及乡村田野的表现可作佐证。尤其先总统蒋公逝世时，他那《守灵百日记》所表现的孝思与至情笃孝之情，真可以感天地而泣鬼神，足为国人所法勉。他是一个以身作则，
056.黄石城的马屁经.txt	4	3	170	我看了，直起鸡皮疙瘩，并且大笑不止。查《荒漠甘泉》乃洋教棍著的书，怎能说成蒋经国的“手著”？“江西剿共”乃蒋介石干的事，怎能算在蒋经国的头上。《守灵百日记》并无此文，有的只是《守父灵一月记》，黄石城显然硬把孝子蒋经国按在“慈湖”，多住了七十天也！蒋经国真要哭笑不得了也！寄语黄石城：多看点书，拍马屁也得有点章法吧？（1985年12月19日）
057.匡复起点搬家了，重建基地动摇了.txt	2	5	610	今天《新生报》登：为了配合台北市区铁路地下化施工，位于东隧道上方的“国父史迹纪念馆”，订明（1986）年1月起拆移，由于该馆为国父在台有关史迹唯一保存完整之房舍，施工单位在原馆北端，将依原形状、建材予以复建。全部迁建复原工作，预定1986年12月完成。国父史迹馆位于台北市北平西路与中山北路交会处，与救国团青年服务社房舍比邻相接，原系日本旅舍“梅屋敷”旧址，国父于1913年二次革命失败后，赴日时道经台湾即下榻于此。“梅屋敷”约建于民国前十年间，为日据时代台北市第一流日本酒家，遍植梅花，摇曳生姿，日人达官巨贾，多在此聚
058.李敖的鸡巴有远见.txt	2	3	316	当年（1964）小文在美国出生的时候，陈鼓应跟人说：“李敖这个女儿在美国出生，就是美国人了，李敖的目的，是二十多年后，可以以‘美国人的爸爸’身分去美国。”这话传到我耳里，我开玩笑说：“李敖这么有远见吗？有本领把计划定到二十年后吗？二十年太长了吧？变化太多了吧？我靠小文去美国，还不如靠老蒋回大陆也！”如今，“岁月如矢，革命未成”，二十多年一晃就过去了，靠老蒋回大陆固是笑谈，靠小文去美国却逼人成真了！如今许多家长大做“小留学生”之梦，他们的“大头”，其实还不如李敖的“小头”有远见呢！又何止他们，连我李敖自己，恐怕也都我
