file	paragraph	score	chars	preview
006.《万岁评论》缘起.txt	21	3	240	《文星》被封杀以后，我陷入十四年的大霉运，欲卖牛肉面而不可得，这是又一段一个人跟环境斗、跟环境苦斗的历程。这段历程，包括了做苦工与坐牢狱，凄楚而惨烈。结论是：我还是我，李敖没有变。1979年我复出后，有两次跟一大堆大学生谈话，有些不知天高地厚的小毛头，当场指摘我，我笑着说：“我从大学毕业到今天，正好二十年，不论环境怎么打击我，我顽强得很、坚定得很，我没有变。我一个人，在跟团体斗，二十年下来，我还在斗。你们呢？毕业后能继续斗五年，不改本色，还要斗下去，还能斗下去，我就服你们！”
006.《万岁评论》缘起.txt	23	3	134	首先是舆论对我的封锁，《中国时报》的高信疆，终于受到压力，要他在国民党全会期中，停刊我的文字一星期。于是，在“美丽岛事件”前四天，我写信向高信疆辞去专栏，一方面多谢他“这半年来对我的道义支持”，一方面抗议某方面“直接间接扼杀异己的言论，究竟要闹到什么地步才同归于尽？”
006.《万岁评论》缘起.txt	24	5	493	舆论封锁以后，接着是舆论的斗臭，其中最突出的，就是鼓动胡茵梦表演“大义灭亲”，各路人马为了嫉忌李敖、斗臭李敖，居然认同了胡茵梦这种连共产苏联、纳粹德国都怂恿不出来的离奇模式，居然不警觉胡茵梦的“不义灭夫”行为是“违背善良风俗”的、“违反公秩良序”的，甚至与他们“复兴中华文化”的目标绝不相容的，这种“打倒李敖统一战线”，不是太邪门了吗？（胡茵梦在跟我同居时候，国民党就开始封杀她，其中最明显的是国民党中央电影公司逼她拍不成戏。直到她做伪证，毁掉李敖，国民党才让“浪女回头”，给她主持金马奖等做酬佣。在她被封杀的过程里，有一次国民党文工会主任楚崧秋请我吃饭，我笑问他为什么从胡茵梦写《特立独行的李敖》起，你们就秘密行文中影，对她警告？楚崧秋佯
006.《万岁评论》缘起.txt	26	3	176	当《疾风》杂志系统，鼓噪在中泰宾馆之外的时候，眼看而来的，就是对异己法律上面的斗倒；当《疾风》杂志系统，乃至《黄河》杂志系统，鼓噪在高等法院内外的时候，眼看而来的，同样的对异己“政治问题，法律解决”。于是，在选举前夕，在李敖《千秋评论》杂志执照拿到后一个多月，高等法院就快马加鞭的从无罪判到有罪。于是，舆论与法律的双杀局面——从斗臭到斗倒，就前后完成。
006.《万岁评论》缘起.txt	32	3	234	《千秋评论》如今已出版了二十八期，一般都是按每月一册出版着，由于国民党不断的抢书、查禁，为了捉迷藏和出奇兵，出书日期难免有“经期不调”之处，但在大体上，这一“李敖每月一书”的宿愿，我终于能够达成了。不但达成，并且继续立于不败之地，在波谲云诡之中、在纵横捭阖之下，每月使亲快仇痛，煞是好看。美中不足的是，《千秋评论》都是每月李敖个人的独角戏，李敖的朋友们的一些优秀作品，限于篇幅，无法多所带动。这一美中不足，我决心从1984年起予以补救，补救的方法就是出版《万岁评论》。
006.《万岁评论》缘起.txt	33	3	271	因为《千秋评论》四个字，早已是被吊销了的杂志名字，所以《李敖千秋评论丛书》八个字，才是正式的称呼。可是两年来，不论是官方的文件，还是民间的用法，多把《李敖千秋评论丛书》简称做“千秋评论丛书”或《千秋评论》，并把丛书的“册”数比照杂志的“期”数来计算它，连警备总部的查禁文件上都不例外（事实上，警总每月把它放在杂志组审查，以便能够速查速禁）。一开始我本人还是相当维持《李敖千秋评论丛书》的正式称呼的，但是后来我也“吾从众”了，我也《千秋评论》起来了。以此类推，《万岁评论》正式称呼该是《万岁评论丛书》，正名与否，悉听尊便，蛋头们自然不必拘泥也！
006.《万岁评论》缘起.txt	34	3	296	《万岁评论》的成书方式，是每月由我和朋友们合著完成，虽然文章各自独立，内容各自负责，但是声应气求，自然也有它人同此心的“共识”，正所谓“大家一起叫”者也。我盼望朋友们把最精彩的作品投给《万岁评论》，大家“以文会友”，为苦难的时代，多留下些鸿爪遗痕。一千四百多年前的萧恭说：“……历观世人，多有不好欢乐，乃仰眠床上，看屋梁而著书，千秋万岁，谁传此者？”《万岁评论》的著作人，理该正是这种不可救药的理想主义者，大家“知其不可而为之”，以“朝闻道，夕死可矣”的怀抱，期待一时一地的风光、和千秋万岁的传世。一千三百多年前的西班牙学者兼塞维利亚（Seville）大主教伊西多尔（Isidore）说得好：
007.挂“千秋”羊头，卖“万岁”狗肉.txt	8	4	322	《万岁评论》并入《千秋评论》后，编号从《李敖千秋评论丛书》第六十七期开始，原来《万岁评论》书名及编号，都告一段落。乍看起来，大家在《李敖千秋评论丛书》旗下写文章，似乎和“李敖”两字有所混淆，其实不可做这种牛角尖式解释。古往今来，用一个人名字挂羊头卖羊肉也卖狗肉者，例不在少。《密勒氏评论报》（The China Weekly Review）旗下，非全密勒氏之作也；《王榕生时装》旗下，非全王榕生之作也。密勒氏虽死、王榕生虽“投匪”，此理不可易也。所以，在李敖没死、没“投匪”以前，《李敖千秋评论丛书》的招牌，实在可以大用特用你用我用。就便是将来李敖改了行，去“金银岛”做了海盗，这一名称，仍可留给大家，共襄盛举。《商业登记法》第28条不亦云
008.《千秋评论》一百期期期期期期.txt	2	4	211	我曾自谓“五十年来和五百年内，中国人写白话文的前三名是李敖，李敖，李敖，嘴巴上骂我吹牛的人，心里都为我供了牌位”。我为什么如此不谦虚？如此写实？原因无他，实在是因为真写得好。并且，写久了，艺高人胆大，大手笔了，文章一下笔，就放得开，愈写就愈恣肆了。例何须远求，就拿这篇文章的题目来论，“《千秋评论》一百期期期期期期”，一个题目，一连六个“期”字摆在一道，这种学问、这种文字、这种章法，古往今来的中国人，哪个敢这样不期而遇？
008.《千秋评论》一百期期期期期期.txt	4	3	499	“期”字在中文里，又是白话、又是文言、又有历史、又有考据，只有学贯古今的李敖、笔下纵横的李敖，才敢这样期我乎文中。《史记》记刘邦想废太子，改立戚姬生的如意为太子，周昌反对。周昌口吃，盛怒之下说：“臣口不能言，然臣期期知其不可！陛下虽欲废太子，臣期期不奉诏！”《资治通鉴》录此原文，删掉“虽”字。无知的柏杨翻译成白话，竟翻成：“我口不能言，然而我期期知道不可以，陛下要废太子，我期期不接受命令。”这叫什么翻译！太可笑了！“期”字在这里明明是“极”的意思。《朱子语类》有这样一条：“先生曰：‘期，极也。古人用期字，多做极字。周昌云：心期期知其不可。言极知其不可。口吃，故重一字也。’”这才是正解。周昌的真正意思是“我极……极知道这可不行”、“我
008.《千秋评论》一百期期期期期期.txt	7	4	319	如今，八年下来，国民党气数已尽，土匪之风稍戢；我则守死不去，文坛山大王之势如虹。在《千秋评论》出满一百期之日，写此文志盛，自然得意非凡。照《礼记》说法，人活百岁，是为“期颐”，期谓百年、颐为当养。《千秋评论》是书不是人，但它生于忧患，是典型的忧患之书，今兹百期，也寿同“期颐”，只是命苦，虽上寿而不得闲，要自己养自己而已。忧患之余，写成此文，以“《千秋评论》一百期期期期期期”为题。六个“期”字中，头一个，是书刊第几期的期；第二三个，是“每一期都”如何如何的期期；第四五个，是“期期知其不可”的期期；第六个，是“期颐”（期而不颐）的期。这样子一阵期期不绝，真是爽也。《诗经》有云：“君子于役，不知其期。”李敖之于《千秋评论》，其此之谓欤？
009.《千秋评论》停刊告白.txt	5	3	390	我出狱后，每月用《千秋评论》打击以国民党为主轴的魔鬼，从戒严打击到解严，一路打击不休、难分难解。国民党自然负隅顽抗，从第一期就予以抢劫查禁起，第十一期、第十六期、第二十二期、第二十六期、第二十七期、第二十八期、第三十二期、第三十四期、第三十六期、第三十八期、第三十九期、第四十期、第四十三期（下册）、第四十四期、第四十五期、第四十六期、第四十七期、第四十八期、第四十九期、第五十期、第五十一期、第五十二期、第五十三期、第五十四期、第五十五期、第五十六期、第五十七期、第五十八期、第五十九期、第六十期、第六十一期、第六十二期、第六十三期、第六十四期、第六十五期、第六十六期、第六十七期、第六十八期、第六十九期、第七十一期、第七十四期，均予以抢
010.乌鸦的心愿.txt	3	3	376	我生平写作虽多，却始终没办过自己的杂志。过去主持《文星》杂志，是鹊巢鸠占，不算是自己的杂志。《文星》被封后，我申请不到杂志执照，后来坐牢，一连十四年大霉运，离办杂志越来越远。十四年后复出，在1981年申请杂志执照，行政院新闻局在该年4月18日按《出版法》第9条给了我《千秋评论杂志》执照，但在一个多月以后，却又快速按《出版法》第11条“技术击倒”（T. K. O. technical knock-out）了它，使我因冤案入狱而不得为杂志发行人。如今对方已因诬告我，被最高法院判处徒刑，在冤情大白之下，我又出了难题给行政院新闻局——李敖又要办杂志了。行政院新闻局一定想尽五堵、七堵、八堵的法子来堵塞李敖，陷我于狱，可是我不在乎。我现在又申请
010.乌鸦的心愿.txt	5	4	471	四百年来，台湾在外国人、外省人、本省人的相激相荡下，已经变成了一个畸形的、肤浅的、荒谬的、走火入魔的岛，这虽然没有威尔斯（H. G. Wells）笔下《莫洛博士岛》（The Island of Dr. Moreau）那样光怪，但它的陆离，却超乎英国先知者的先知之外。我身处这样子的岛上四十年，虽然不见容于朝、不见知于野，但是独来独往的气概，“我手写我口”的气魄，却老而弥坚。这次出来办《乌鸦评论》，就是要在众口一声的时代里，刮刮大叫一番。我要痛斥政局的黑暗、政党的腐败、群众的无知、群体的愚昧、思想的迷糊、行为的迷信、社会的疯狂、知识分子的失职与怯懦……我绝不怕得罪人，也绝不媚世，台湾所有杂志都是媚世的，可是我就不信邪，我就是要办个“谴责
011.《乌鸦评论》休刊告白.txt	5	3	83	四、《乌鸦评论》创办五个半月来，赚了约二十万元，特移此款，贴补我新编的《拆穿蒋介石》一厚册。《乌鸦评论》订户每位赠送一册，以为答谢；其他读者则可以较廉书价，买到此书。
013.一张报，打倒你！.txt	8	3	112	而1938年4月18日的《新华日报》社论，不过以“论国民参政会的职权和组织”为题中，一句“这一民意机关，要真能包括抗日各党派各军队各有威信的群众团体代表”的话而已。蒋介石防人之严、文网之密，光此一秘件的曝光，即可令人领教矣！
014.生公说法鬼神听.txt	5	3	110	这诗里所说的“生公”，是中国梁代高僧，名叫“竺道生”，他生于4世纪的355年，死于5世纪的434年，巨鹿人。他曾讲经于苏州虎丘，大家不信他，他就堆起石头，对石头开讲，讲得石头都点头了。世遂有“生公说法，顽石点头”的传说。
