file	paragraph	line_start	line_end	char_count	hits	snippet
080.“澄社”的婆心.txt	2	3	3	156	话说	孟绝子来电话说：“澄社这批人，他们为什么搞澄社呢？因为他们被冷落了。他们是媒婆，过去拉拢国民党和党外人士，如今国民党和民进党自己勾肩搭背了，媒婆被冷落啦！”我说：“媒婆吗？您太客气啦！其实是做王婆。媒婆干的，是明媒正娶，但王婆干的，却是拉皮条了。事实上，他们干的，是王婆生意，不是媒婆生意。老孟啊，您太厚道啦！”
083.施启扬宅心仁厚？.txt	2	3	3	248	有一次	9月10日的报上，有一小新闻，标题是《施启扬宅心仁厚》，里头说：“大部分中央部会首长都住在忠孝东路与敦化南路一带的黄金地段，负责此一地区安全警卫工作的警方人员，最近私下选出‘最具人缘的部会首长排行榜’，荣登榜首的是行政院副院长施启扬。据负责施副院长住宅安全的警方人员说，施启扬有一次外出时，发现门岗警卫穿着拖鞋，立即上前问他‘怎么回事’，警员答‘脚受伤实在不能穿皮鞋’施启扬随即命随从买水果慰问这位脚伤的警员，并嘱咐他多休息，过了一段时间，施启扬又主动问这位员警的脚伤好了没有？令员警感动不已。”
083.施启扬宅心仁厚？.txt	3	5	5	29	故事	如果这个故事证明施启扬宅心仁厚，那我倒要说出另外一个故事。
088.大学校长应识大体.txt	3	5	5	235	例如	以台中中兴大学为例。中兴大学的前身是省立农学院，以农为本，校地广大，但无通盘计划，各院系各楼房盖得鸡零狗碎，学生奔波其中，至为不便。不料该校的管理方式，却在不便之中，变本加厉化。例如对付夜间部的，不开放离市区较近较宽大的正门，反倒限令绕路到漫长的窄巷，并集中机车脚踏车于后门一处，强迫女生走偏僻阴暗的夜路，这是什么意思？警察的目的在保境安民，如今该校校警徒以驱离或集中在后门为方便，并在9月12日午后起，以校警在正门拦车，连未开学前的注册都不给学生方便，这叫什么办教育？
092.暗杀与嫁祸.txt	2	3	3	99	小说	从阿嘉莎·克里斯蒂（Agatha Christie）的侦探小说里，我们可以看到杀中杀的奇妙例子。就是张三搞暗杀，李四却插一脚，趁着人人怀疑张三的时候，多暗杀一个，以便一并归罪于张三，使张三无以自明。
092.暗杀与嫁祸.txt	3	5	5	143	一天	在政治上，这种杀中杀的手法，是高手的杰作。有一天，我的小学弟——史家汪荣祖与我闲聊，他说他怀疑当年宋教仁根本是孙中山他们暗杀的，用以嫁祸袁世凯。因为孙中山与宋教仁不合，而宋教仁的政治活动，不无有利于袁世凯之处，袁世凯何必杀宋，宋是政敌，“毁宋”（斗臭宋教仁）足够了，奸雄何至笨得去杀他？
097.钟曜唐配査余案吗？.txt	4	7	7	185	一天|例如	钟曜唐的荒唐在他以想象断案而不以事实断案，例如吕安仁案中，根据附卷中山警察分局中刑违字第033084号“刑事案件报告单”，上面明明记着梁金木送马偕医院于1月26日上午约11时30分不治死亡的话，可是在钟曜唐的判决书中，却说梁金木已在头一天下午“11时许不治死亡”。这种不看证据，光凭想象的断案方式，自然影响到罪名的认定。自然会把明明的“伤害致死”，紧缩成“杀人致死”了。
101.石永贵的无知妄作.txt	2	3	3	213	笑话	9月14日，无知妄作的石永贵，在他主持的《中央日报》，又闹了无知妄作的笑话。它刊出这样的报导：“余登发参加国民党不久后，就退出国民党，乃因他到南京出席第一届国民大会，曾在大会堂前摆了十几副棺材抗议并退出国民党。”“据了解，当年在大陆选举国大代表，加上选民教育程度低，投票不甚踊跃，不识字的选民占多数，因此选举过程中及投票的结果，难免会发生一些错误，难令人心服。在此种情况下，余登发看不过去，便买了棺木排列在会堂前抗议并退党。”
102.笑成一团，方足言骂.txt	2	3	3	231	一天	今年9月16日是殷海光死了二十年的忌日。殷太太在这天《中国时报》上，透露了一段秘闻。她说：“1971年，9月里的有一天，我去看才出狱不久的雷震，他一见面就对我大声的说：‘殷太太，你看，殷海光爱生气，就被国民党气死了！ ’”“雷震的话，让我想起海光生前的‘骂’。他喜欢骂人，尤其常常骂蒋介石。他被‘迫’离开台大后，每天吃晚饭时间，常对着我跟Abby骂蒋介石，又骂又气、又气又骂，然后饭也吃不下了——不久，他得了胃癌。殷海光真的给满腔的愤怒‘气病’了、‘气死’了。”
103.李登辉向谁反映？.txt	3	5	5	212	笑话	李登辉为什么“愣了一会儿”以后，才回答“你要我向谁反映”呢？因为他在蒋家王朝之中，虽官拜封疆大吏，也位居人下，要小心翼翼的“向上反映”才成。日久成习，纵然蒋家强人已死，对他而言，还有被泰山压顶的惯性，因此望之不似人君，辞色之间，也是一派人臣模样。笑话中厨子在主人家习惯一边炒菜一边偷吃的朝口袋里装。但回到自己家里炒菜，不自觉的也照偷不误。原因无他，积习难改耳。自己不敢做主，这是专制政权下出头人物的可怜相，不独李登辉为然也。
106.十二律师要打架吗？.txt	2	3	3	260	小说	自来以十二出场者，于佛则“十二光佛”、于兽则“十二生肖”、于皇亲则“十二诸侯”、于美女则“十二金钗”、于小说则“十二恶汉”（The Dirty Dozen）、于《圣经》则《十二使徒》（Twelve Aposles），未闻有于法界人物方面以十二称雄者。电影中有“十二怒汉”（Twelve Angry Men），虽是法律电影，但“十二怒汉”指的是陪审员，不算法界人物，并且，“十二怒汉”最后是为小人物辩冤白谤，不是为大官人前呼后拥。陪审员是市井中人，不足以言知法律，但他们摸索前进，最后有感人至深的结局，足令知法律者脸红焉。
108.十二律师的一段锦.txt	3	5	5	329	一天	1971年国民党政府以冤狱整我，诬我是台独大员，军法判我十年。为了政治运用，另用斗臭我的一件非军法案件，铐我到台北地方法院。1972年6月12日开庭前一小时，我突被通知出庭，我要求带一些我写的答辩诬告案的文件出庭，军法处不准，要我“光着手出庭！”到地院后，法官张迺良升堂问案，不准我请律师、不准我查卷、不准我请证人，连他自己传的重要证人也未到庭，一律含糊过去，不给我对质机会。庭只开了一小时，即宣布辩论终结，下午就宣判。然后即把我扣在法庭，一滴水都不给我喝。三个小时后，法官们午餐和午睡时间都过了，这位张迺良又升堂了，判
109.评王惕吾的《历史感》.txt	3	5	5	268	例如	我是学历史出身的人，对“历史感”，自信不在王惕吾之下，对他这种“历史感”，却不敢苟同。蒋介石的故居，在溪口的，中国已列为胜景；在南京的，大陆已划为专区。……为数已不在少。至于在台湾，除“士林官邸”外，各处行宫，亦四十七起，在残山剩水之中，亦不乏割据之乐。惟蒋介石死后，保留这些偏安遗迹，形式上固是崇德报功，骨子里又何尝不是大出其丑？这么多，实在不必啦！知耻的说，流亡到台湾的一切，又有何面目以“历史感”万世流芳？例如王惕吾当年经营美军妓院，难道要为“历史感”而把此妓院以维旧观么？“维护历史实迹”，固然重要，太丟人现眼的
111.何妨不更正？.txt	2	3	3	39	故事	每见报纸杂志登我的话，或手民误植、或访问错记，令我哭笑不得，使我想起一个故事。
114.环保并发症之外.txt	2	3	3	268	有一个	李焕的《行政院长施政报告》出笼，洋洋洒洒，打了不少高空。其中有“改进环境保护”，列为“推动十一项革新重点”，他说：“地球只有一个，台湾也只有一个。孟子在两千多年前就告诉我们：‘斧斤以时入山林，林木不可胜用也。’这是何等进步的生态保育观念！经济发展落后，还可以急起直追，环境一旦破坏，可能永远无法恢复。”可见他对此道的重视。这种重视，是很时髦的，君不见，民进党中有林俊义者，对自由民主人权，全无争取之功；对打倒国民党专政，毫无血汗之劳，但摇身一变，以“绿色”上街，就俨然成为“立委”候选人矣。原因无他，环保并发症当行，以“
121.李焕错用了勇气.txt	3	5	5	206	话说	李焕这话说得很见个性，这在肉肉的国民党大员的谈吐中，闪出了一点风骨。我欣赏一个人为了正义而不畏惧舆论的压力、而不关心自己的形象、而要维护那没有违法的人。但这些勇气的行使，必须奠基在正义的基础上。李焕是国家的大臣、萧天赞是国家的大臣，大臣要有大臣之风。古代大臣凡是被皇帝“依法处理”的时候，多以自杀来代替“责付廷尉”，而不要被刀笔吏所辱。为什么？大臣的层次在小民之上，用违不违法层次衡量大臣，对他看小了、也看扁了。
139.深情哪比老派浓.txt	2	3	3	203	故事	许信良当年为声援余登发，丢掉乌纱帽，去了美国。余登发心怀感念，出狱后对许家颇有支援。三年前听说许信良要回来闯关，余登发赶来中坜，徒步走了十多公里，到机场附近，要亲迎许信良。他以八十三岁的年纪，站在第一线，吃足了警察大力喷水的苦头。这是一个动人的故事，它包含了感恩、怀德、义气和真诚。正因为余登发有这种真性情，所以他一生敢于表达自己的信念，他在众口一声的台独论调里敢独排众议，反对台独，就是这种真性情的体现。
140.严肃行动岂可儿戏.txt	3	5	5	138	一天	这一儿戏前一天，9月28日，两千名大专教授学生，举行抗议大学法游行，要求学术自由化、校园民主化。游行中演出集体短剧，或穿围兜，以示目前是“幼稚园大学”；或拿玩具手枪，以示大学遭受军方压制；或烧请愿信，以示上达“孙总理”“蒋主席”；或披假枷戴假锁、集体下跪，以示处境不得自由……
142.不是内政问题吗？.txt	3	5	5	249	话说	这种社论，真是怪说。“中华人民共和国”统治的中国，从时间算，是长达四十年；从空间算，是台湾的二百六十六倍（包括外蒙古则是三百零九倍），换句话说，只是中国的二百六十七分之一它没统治到而已。若说那个中国还不是国际主权完整的中国、若说台湾还能独立于那个中国之外，是绝对与历史、与地理、与国际法不合的。正因为是典型的内政问题，所以与国际法根本无涉，只是在形式上，有几分神似“国际地役”（International Servitudes），而姑且称之为“国内地役”而已。《首都早报》的社论，是绝对无知乱道的。
143.又能卫到哪里去！.txt	3	5	5	324	《史记》	国民党说，大陆是台湾的三百零九倍，台湾是大陆的三百一十分之一。因为共产党统治不到这三百一十分之一，所以中共非中国，因为地理成分不足，没有百分之百。但是，照国民党的历史，秦始皇明明统一了中国。实际上，秦始皇在他死前，也没把百分之百的中国统一。《史记》中有“卫康叔世家”，它起源于周朝分封时周武王的小弟弟那一支，这个小国，因为太小了，反倒苟延残喘，一直没被中央统一。直到秦始皇灭六国后十二年，秦始皇死后一年，它的“李登辉”，才被秦二世废为庶人，才“卫绝祀”。若从秦出兵争天下起算，从惠文君到秦二世，凡一百二十二年，卫国有一百
146.大报乱报道.txt	4	7	7	218	一天	同一天《中国时报》说：“刑事警察局30日决定增调办案好手施赞步南下高雄，参与警方专案小组协助侦办余登发命案。……一直待在刑事警察局侦二队的施赞步，服务警界数十年，手中侦破大案无数，尤其专精命案现场勘验以及问话技巧，在刑事警察局诸多办案能手中，被公认是最资深的侦办刑案第一把好手。”殊不知景美翁媳命案中，造成张国杰多年冤狱的，就是此公。这是张国杰亲口告诉我，并拿证据给我看的。这种人办的案，真是天晓得！《中国时报》完全不明实情，乱报导也。
148.揽镜自照的“妓女文化”.txt	3	5	5	190	例如	如果只讲环保，倒也罢了。不料此人在环保以外，又大发捞过界之声明，例如9月30日，他在台中，就发表向许信良表态的声明，认为许信良才是一个真正的政治家，而时下的台湾充斥着一批批的低俗政客而已。林俊义又在9月28日的《自立晚报》上发表文字，叫《让我们一齐拯救台湾“妓女文化”》，指出“今日台湾的最大病患，乃是整个社会形成了一种恶质的‘妓女文化’，在人们的思想中到处充斥了‘妓女意识’”。
150.“分谤”的滑头心理.txt	2	3	3	71	话说	《中央日报》为文指出“何必盖那么多图章？”认为“有权盖章的人太多”，以致没有行政效率。这话说来好听，却不明白大家盖图章乃是官僚体系的一大特色。
162.中共的“暴行”？.txt	16	31	31	119	有一个	世界各白种人政府中，有不少人私心都喜欢西藏独立。他们还喜欢新疆独立，内蒙古独立，东北三省独立，华北独立，华南独立。白人真正的心眼，不喜欢世界上有一个全由黄种人构成的地大物博，而又统一强盛的中国。他们只喜欢看到世界上的大国都是白种人的国家。
162.中共的“暴行”？.txt	21	41	41	180	有一个	1959年以前的人口统计显示，藏民中有一大部分是农奴，其余是佃农，全藏百分之九十三的土地掌握在不到二百个贵族家庭、主持寺院的三百三十三个喇嘛，和二百八十七个俗家贵族控制的政府手里，这样的社会制度，不大可能有变动，只有当喇嘛才能摆脱农奴地位。1959年，西藏有大约十一万喇嘛，每五个男人里就有一个要别人供养。现在只剩下大约一千个喇嘛，而两千七百座寺院只剩下十座。
175.雪中送炭与锦上添花.txt	5	9	9	147	话说	堂堂正正在国民党厉行党禁之时加以支援，是何等识其大者的大勇；但是，兴师动众，胁迫看守所违法放人，明知办不到，却鼓噪支援，却是何等耍小动作的怯懦。坚持“不放许信良就不散”吗？说笑而已，警察一阵驱离，英雄们就鸟兽散了。反正林正杰之流已达到自己作秀的目的，不放许信良，照散可也！大话说过，谁还认账呀？
177.张群贪污实例.txt	24	47	47	356	例如	所谓私人，大体通过“三同”关系：一同乡，二同学，三同事。凡通过此类关系能力较低而骤邀提升者，皆得称为任用私人。张为取蒋信任，类此人员，概不引用。如被任市长，所提局长名单，任省主席，所提厅处长名单，其中绝无张所保荐之新人，而概为蒋所熟悉或欣赏之人，乃至有时不提名单，人员概请指定，因之用人方面，经常顺利地为蒋通过，张遂常以不用同乡，不用亲戚本家，不援引旧时同事“大公无私”自诩，或以“清高”自命。然则张不用私人耶？事实不然，仅不用于自己机关内而已。例如其二弟张彻，能力平庸，久居成都，四川军阀利用张处正多，即不能不对张彻照
177.张群贪污实例.txt	30	59	59	158	例如	国民党统治时，一般高级机关首长，除薪俸外，多有一种活动费，或称特别费，或称机密费，机关愈大，此费愈多，例如成都行辕，每月即有机密费十余万，不须报销，如遇编制以上人员薪给或特殊支出，即从此内拨发。行政院亦有此费，留备首长灵活运用。张用款严刻，不派冗员，每月节余，均入自己囊橐，即此一笔，二十余年中最少已超过二百余万元。
177.张群贪污实例.txt	32	63	63	238	例如	抗战期间，张嘉璈在重庆任经济部长，失欢于蒋，讽令辞职，畀三千美金令赴美考察，嘉璈挥泪而行，金城银行总理周作民暗赆美金十三万元，以壮行色。周历年对张视嘉璈尤密，例如张偶回上海，周不但赴站接送，且备席亚尔培路张宅，接风洗尘，专宴张之家族。马育英因事赴香港、广州，均住金城银行招待所，周特派专人料理，包办一切开销，传闻曾为张在美国购有房屋，不知确否。张一部分与金城有关的外汇，统交金城经理王恩东经营，甚至夜半曾呼至卧室报账，以此推断，周之所赠与张者，绝不止于如对嘉璈之十三万元已耳。
187.革民主的命.txt	2	3	3	81	话说	老贼张鸿学在“立法院”骂朱高正，说：“讲民主，你没有风度；搞革命，你不敢。”若不以人废言，这话说得可真一针见血。其实，这种指责，不但适合朱高正，也适合其他民进党。
198.守法重于立法.txt	3	5	5	350	笑话	胡慧玲在10月21日的《自由时代》上，写了一篇《街头没打死的，用法律处死——谈“危害治安防治条例”的荒谬性》，她说：“有人用笑话来形容国民党的法律制度。笑话是说：世界上本来有四种法律制度，第一种是德国制——法律规定不可以做的以外，什么事都可以做。第二种是法国制——法律规定可以做的以外，什么事都不可以做。第三种是意大利制——不管法律规定可不可以做，什么事都可以做。第四种是苏联制——不管法律规定可不可以做，什么事都不可以做。国民党的法律是第五种，那就是不管法律规定可以做或不可以做，什么事都可以做，也都不可以做；同样一件
199.法官不行了.txt	4	7	7	171	笑话	明太祖曾有妙着。他恶作剧，在他的作弄下，竟有的“司法人员”（御史）被判了死罪，却还叫他们戴着脚镣，坐堂审案，或有戴罪立功之机。这种恶作剧，现在看来，当然是笑话。但是，令我们惊异的是：古代的暴君，有的其实很痛快，他们善善恶不肖也好、恶善善不善也罢，都淋漓尽致，绝不伪君子。古人虽坏，不失其真性情；今人则像女人“闷骚”一样的“闷坏”，去古人远矣！
200.毋忘蒋介石！.txt	4	7	7	49	一天	我开玩笑说：我最怕有一天，年轻人问：“蒋介石是谁？”“蒋经国是谁？”那时候，我这些畅销书也完蛋了。
204.50年代的“白色恐怖”.txt	5	9	9	87	一天	至于“美丽岛”受难人以外，那些大量的因案投机人物，从律师群到流变出来的新潮流系等等，他们一天牢都没坐过，却坐享别人受难的成果，其品味，更在“美丽岛”受难人之下，尤清之流是也！
205.民进党的反复无常.txt	3	5	5	97	例如	民进党的不幸是，它立党自以为正，表现出来的，却诸多反复无常。例如当年他们吵着要来个“国安法”，后来国民党搞出“国安法”来了，他们自己却“忘了”，反倒指责国民党不该搞“国安法”了。这就是反复无常。
207.“七大还”之外.txt	2	3	3	107	一天	民进党为配合候选人登记，特在第一天就推出所谓七项共同政见，内容包括：一、还我政权，二、还我财富，三、还我健康，四、还我宝岛（立即以每年一千亿解决台湾环保、生态、公害问题），五、还我公道，六、还我秩序，七、还我安全。
212.满眼“升官图”.txt	2	3	3	180	笑话	外国政治家做告别演说，所谈者世界大势；“台湾政治家”做告别演说，所谈者却是贵党大员。康宁祥告别演说也，睹李焕座位而思阁揆之荣显；见马英九座位而慕李登辉之高升。……点名追唱、细数从头。相对的，自己一委匏系，却依然干不上大官。以这样低格调的政客，行将去职，王惕吾《联合报》还以“黑白集”誉之，要“为他所塑造的政治反对模式鼓掌”，这种颠倒黑白的联合，可真笑话、笑话！
213.多了一个“多”.txt	5	9	9	178	笑话	增加台湾面积的方法，应该用的是退潮计算法。台湾当退潮之际，露出面积一平方公里以上的岛屿，有十三座，如果加了上去，总面积可多到三万五千九百九十四，距离三万六千，只差六平方公里而已。我建议李登辉请荷兰的造陆专家过来，替台湾造出七平方公里以上的真正海埔新生地，那样一来，台湾的面积，就有三万六千零一平方公里了，李登辉在退潮之际再说“三万六千多”，就不会闹笑话了。
217.诸葛亮的教训.txt	2	3	3	211	故事|有一个	《晋书·宣帝纪》记有一个故事：“先是，亮（诸葛亮）使至，帝（司马懿）问曰：‘诸葛公起居何如？食可几米？’对曰：‘三四升。’次问政事，曰：‘二十罚以上，皆自省览。’帝既而告人曰：‘诸葛孔明其能久乎！’竟如其言。”这个故事，在《资治通鉴》（卷七十二）里，改写如下：“亮遣使者至懿军，懿问其寝食及事之繁简，不问戎事。使者对曰：‘诸葛公夙兴夜寐，罚二十以上，皆亲览焉；所啖食不至数升。’懿告人曰：‘诸葛孔明食少事繁，其能久乎！’”
220.民进党的主席问题.txt	3	5	5	79	有一个	姚嘉文真正不参选的原因，只该有一个，就是黄信介是他的难友和兄弟，他不该跟黄信介争；当然反之亦然，黄信介也不该跟他争，同室夺权，太难看了，他们是一起坐过牢的啊！
226.民进党的门槛问题.txt	2	3	3	169	笑话	国民党的形成，因为有秘密团体的包袱，所以变成它的党员，要经过介绍、审查、宣誓、发党证等手续，其为党也，变成民主国家的笑话。按说民进党无此包袱，大可在形成之初，就变成光明正大的民主国家政党。殊不知这些不争气的人们，却没出息的以国民党为师，成立的，竟是国民党翻版的极权国家政党，在门槛上，就先鬼鬼祟祟，示人以不广，其不能成大器，一开始就明矣！
227.武士嵩的新洋相.txt	2	3	3	136	笑话	华视主持人武士嵩曾任“国防部”总政战部副主任兼执行官，虽然官拜中将，但是文化水平极低。最近又在电视上闹笑话。先是10月27日晨8点56分播出“美国麦克阿瑟将军有句名言：‘老兵不死，他们只是凋零。’”隔日又在7点31分播出《开罗宣言》规定：“日本必须放弃台湾澎湖南沙西沙。”
227.武士嵩的新洋相.txt	4	7	7	26	笑话	武士嵩一介武夫，竟主持教育性电视台，难怪笑话连台也。
229.新竹市的“政治伦理”.txt	3	5	5	538	例如	这篇新闻分析，语气是很邪恶的，它貌似公正的在分析什么，其实字里行间，却在误导新竹市民和外地群众，使他们归罪于施性忠。例如它指出“以一般传统‘政治伦理’观念分析，部分选民仍难以接受‘一家人’倾巢而出，竞相角逐市长及省议员席位之作法”，接着就捧施性融、贬施性忠。不明真相的人，一定以为是施性忠、庄姬美在跟兄嫂抢“市长及省议员席位”，因为这篇分析正是这样诱导着的。殊不知施性忠正是前新竹市长、施姬美正是现省议员，而施性融夫妇，什么也不是。以什么也不是的一对夫妇，跑来向弟弟、弟媳抢席位，试问这是谁抢谁呢？新竹的天下，明明是施性
230.民进党的不义问题.txt	2	3	3	238	话说	新竹市长参选人，由于施性忠被国民党整冤枉、被褫夺公权，乃由他太太庄姬美改名施姬美代夫出征。施姬美发表谈话，说：“施性忠深受市民的爱戴，他担任一届市长要选两次，别人可以做八年，他却只做了两年半，而且还要坐两年半的‘黑牢’。换句话说，就是‘市长做一日，黑牢坐一工’！不但我心疼，市民也痛心。特别是国民党判了他‘政治死刑’，剥夺了他为民服务的机会，所以我不得不站出来，为他的政治理念不惜抛头露面，改名换姓，不只是为了他，也为了新竹市民，因为市民需要他。”这些话，是很正确很动人的话。
235.高雄人应思苏秋镇.txt	2	3	3	37	话说	古话说“闻鼓鼙而思良将”，意思是在战鼓频催之际，我们要想念那最能作战的人。
235.高雄人应思苏秋镇.txt	4	7	7	178	有一次	1980年，高雄人选他出来当“立法委员”。他在“立法院”成绩的优异，可谓中外历史所无。他的发言次数已逾一千次，书面质询已过百万字，言人所不敢言，并且巨细靡遗，令国民党头痛万分，人人怕他。有一次他来看我，我送他下楼。我住十二楼，电梯到八楼，走进裴存藩委员，老先生一看到是苏秋镇，竟吓得连向他鞠躬不迭，我一直忍不住笑。苏秋镇的声势，哪里是胡闹的朱高正比得上呢！
240.出一趟门，出两件错.txt	5	9	9	88	话说	表面看来，这是“行政院长”的为国祈福，其实这又是很失体统的举动。既谄媚了愚夫愚妇，又谄媚了牛鬼蛇神。古话说：“非其鬼而祭之，谄也。”以李焕的身份，岂可如此迷信？这是第二件错事。
