file	paragraph	score	chars	preview
008.“蒙最高法院判死刑定谳”.txt	11	5	124	强迫捐赠之事，应非事实。但是捐赠手续，确有可议。试看昨天电视新闻上播出死刑犯具结书画面，劈头竟是“蒙最高法院判死刑定谳”字样，此照抄官衙胥吏拟稿可知也，岂不可笑？如此行文，若被日本鬼子借镜以去，那可就荒唐荒到东洋国去了 ！（1991年12月17日）
009.选举与风水.txt	2	3	154	今日《联合报》登：中华民国地理师协会副理事长陈冠宇说：每次的选举前，有些名气的地理师总是异常忙碌，常会受托替好几个候选人算运势、看风水，当地理师向某些原本打算参选的人表示，今年的“运”不旺，常令他们打消念头，干脆先为人抬轿，择年再参选。除此，请地理师为候选人的竞选总部看风水，也是相信风水的候选人必经的程序。
009.选举与风水.txt	3	4	78	台湾妖妄之风日浓，连选举一事也扯进来了。全世界的选举，都没时兴风水的，台湾却独树一帜。民主政治落到这班人手里，真是“风水”欠佳啦！（1991年12月18日）
010.郑自才.txt	2	3	26	昨天收到郑自才的太太吴清桂寄给我“亲启”的竞选海报。
010.郑自才.txt	4	4	97	郑自才刺蒋，有大功于党外。如今垂老回来入狱，由太太“代夫出征”，其志亦可令人理解。唯独为了竞选，竟不得不听后生小子新潮流一批人摆布，以“台湾共和国”为政见，未免失之矣！（1991年12月19日）
012.高玉树无耻.txt	2	4	108	今天《联合报》有大标题广告：“高玉树暨全国民主非政党联盟重要声明”，其中第三条竟出现“感谢民主政治元老总统府资政高玉树先生以顾问身份助选”的文字，自己“重要声明”感谢自己，高玉树太无耻了吧？（1991年12月20日）
013.“六亿农民皆诗人”之后.txt	2	7	575	上海《解放日报》日前刊出一则报导指出，中共部分地方大搞假大空“形式主义”的把戏，要求群众背诵唐诗运动，并拦路抽考，处置背不出者，这种华而不实的怪事，简直就是中共大跃进时代“六亿农民皆诗人”的翻版。这则题为“老谱翻新”的报导，明显反映出大陆社会在改革开放十年后，仍存在许多人为不合理的制度与政策。报导说，一位退居二线的领导干部，到某地调查研究，竟遇上一件近乎离奇的怪事。某地为创出独家“特色”，兴师动众地掀起一场颇具声势的群众性背唐诗运动。例如，为了人人过关、个个达标，有关部门别出心裁，在街巷道口设“考场”，拦路抽考妇孺老幼。若背不出“唐三李”云云者，则要报上
014.中医解决不了检验问题.txt	2	7	128	黄书之全家请我、小屯、林永丰午餐。永丰说：《史记》说扁鹊“视病，尽见五藏症结，特以诊脉为名耳”。可见扁鹊有X光眼来看病，诊脉是假的。后来的中医谁也没X光眼，只会用假的诊脉来骗人。现代西医透视人体检查人病的技术，日新月异，中医完全跟不上，中医差得太远太远了。
014.中医解决不了检验问题.txt	5	6	207	扁鹊者，勃海郡郑人也，姓秦氏，名越人。少时为人舍长。舍客长桑君过，扁鵲独奇之，常谨遇之。长桑君亦知扁鹊非常人也。出入十余年，乃呼扁鹊私坐，闲与语曰：“我有禁方，年老，欲传与公，公毋泄。”扁鹊曰：“敬诺。”乃出其怀中药予扁鹊：“饮是以上池之水，三十日当知物矣。”乃悉取其禁方书尽与扁鹊。忽然不见，殆非人也。扁鹊以其言饮药三十日，视见垣一方人。以此视病，尽见五藏症结，特以诊脉为名耳。为医或在齐、或在赵。在赵者名扁鹊。
014.中医解决不了检验问题.txt	6	3	57	“上池之水”是还没降落到地面上的水，雨露是也；“视见垣一方人”指能看到隔着墙那一边的人。（1991年12月21日）
016.海上缉私事件.txt	5	5	180	今年6月间，大陆海关官员在海上缉私，发现香港籍轮船鹰王号有走私香烟情形，于是一面把几名私枭押上缉私船舰，一面由五官员登上鹰王号押解其余船员、私枭等回航处理。途中鹰王号暗地呼叫求救，声称被劫。我方闻讯赴援，由于“武力强大”，便把鹰王号连人带船（包括五名大陆缉私官员），回头转向，解押回台湾处理，大陆缉私船舰大概是“不敌而逃” 了，根据我方报导，经过情形大致如此。
016.海上缉私事件.txt	6	3	101	押回到台湾，我方查明真相如上，先把五官员经由香港送回大陆，又因走私行为在我国领海以外，不构成我方法律上的犯罪要件，于是再放人（船员）放船，任其离去——只在取得担保的情况下，保留支出费用的损害赔偿请求权。
016.海上缉私事件.txt	7	3	112	按照常理推断，大陆官员要问：“我在海上缉私，你来插上一脚，连官带匪，一网成擒统统带走，然后轻轻松松说一声‘没事，没事’，便连人带船都放掉了，试问我方该怎么结案？船放走了、赃物脱手了、证据湮灭了，我们抓过来的人又该如何处理？”
016.海上缉私事件.txt	10	3	195	今年7月21日，两只大陆闽狮号渔船，出海捕鱼，成双作业（撒网），我方三鑫财号渔船无意中进入他们的撒网区，造成渔网破损，大陆船员上前质问、抗议、索赔。争执之下，登上台湾渔船逞强，遇到反抗便耍狠，见到东西或砸或搬，“你不赔偿，我就搬东西嘛！”这时候邻近海上台湾渔船见状发电求援，我方当局立即兵临海上，一网成擒，执行勤务中还开枪打伤一个大陆渔民，然后解押回台，依法处理，以上是台湾报纸的大略报导。
016.海上缉私事件.txt	11	5	171	依据大陆中新社的报导则说：“……大陆渔民在渔网破损后，盛怒之下，冲上台轮，行为过激，只是为了达到索赔的目的，最后双方协商已达成协议，赔偿台币五千八百元，并把搬走物品归还台轮……不料事隔一小时，台湾军方的舰艇和飞机，竟对两艘大陆渔船回截，并开枪打伤一名大陆船员，把两艘渔船押送台中港，船上十八个渔民被关进靖庐中心……最后其中七人以盗匪罪起诉。”
016.海上缉私事件.txt	12	3	133	根据报载资料分析，一、两艘大陆渔船并无武装，很不起眼，不是海盗船的材料。二、船上捕有大量鱼货，证明其原为打鱼而来。三、大陆船的渔网破损确有其事，并因此发生争执，检察庭一问下，不交保、不收押，分别限制住居，（海盗何其重罪，怎么可以放走他！）交由有关机关安置到“靖庐”。
016.海上缉私事件.txt	13	5	225	可是最后却将越船耍狠的七名船员以海盗罪名起诉，其余十一名船员则送到金门，并通知大陆红十字会定8月9日在海上交人，届期大陆相应不理，国务院台办且说我方“诬民为盗”，言下之意“你滥捕了我十八人，如今放回十一人，我干脆不收，往后再瞧着办”。一方面派红十字会人员和记者各二人来台“探视”被捕渔民，我方基于人道立场，“欣然”接纳，好戏当会继续上演，事虽进入司法程序，但彼方挟大众传播利器——记者而来，不可等闲视之，总宜合情合理合法慎重处理，让两岸人民口服心服。
016.海上缉私事件.txt	14	5	307	平心而论，以上争执，起于偶然，大陆渔民并非处心积虑，有备而来，主其事者绝不可庸人自扰，把小事化大，大事化僵，给两岸交往留下伤痕。倘若能以悲天悯人、设身处地的心态，把它看做邻居小孩打架闹事来处理，好像小孩玩球，无意中球掉落人家庭院，于是翻墙拾球，自是常情，免不了损坏人家的花草，引起墙里墙外的孩子一阵叫骂，甚或打斗，只要大人出面，纾解一下，便皆大欢喜，各自散去，依旧是好邻居。正如中新社所说：两岸渔民共同一海域捕鱼，曾涌现出许多互相救护、互相帮助的感人事迹，像这种不愉快的事情，应该是可以避免的，也值得我们想思。我们也深信掌握国运民命的领导人，必定会以两千万人的
017.陈大革谈宋楚瑜的阴谋.txt	2	5	77	陈大革及其妹陈大雅午后二时半来，他即将返美。我忙得还没吃午饭，小聊一阵。大革请我送一本书慰其弟，我乃题《国民党研究》扉页如下：“大代老弟：彼可取而代之。”
017.陈大革谈宋楚瑜的阴谋.txt	3	6	72	我跟大革说：“三十年前，我只在你跟我家六小姐婚礼上，见过陈大代一次，并合照一相。那时候他瘦得像鬼。如今我在电视上看到他，完全是一副大官样子啦！”
017.陈大革谈宋楚瑜的阴谋.txt	4	3	97	大革说宋楚瑜为了抵制关中系的大将陈大代，故意在台中推出形象与大代相近的国民党候选人暗为抵制，结果双双落选。——宋楚瑜为了党争，宁使国民党当选名额降低，也不让关中系上垒。（1991年12月23日）
018.倒胃的邻居.txt	3	5	78	CD座下午有“代表”找张善惠的太太，又提出新的要求，即水费应按每户坪数大小收费。张太太转告我。我笑着说：“是不是CD座的人，每个人每天喝的水都比我们少呀？”
021.吕佳真勤奋.txt	2	3	92	今早10点交《求是评论》第三期校稿给吕佳真，她一连工作十一小时，赶出清样。她的工作能力与热忱，我生平仅见。她和我一样，有“工作狂”。但她更能吃苦耐劳、更勤奋。（1991年12月24日）
022.己所不信，施之于人.txt	2	5	398	昨日《联合报》登读者孙明先生投书，略谓：“民进党在此次选举中的主诉为‘总统直选’……但当有人质问民进党自己选党主席为何也用党代表间接选举而不用党员直选时，民进党没有给人明确的答复。……这两天在民进党的竞选书摊上，看到了台湾独立建国联盟总本部前主席许世楷著的《台湾宪法论》，书中第169页：‘在台湾共和国，我们应该采用何种政治制度？……两相比较，我们会发现采用总统制的国家，比较易于变质为独裁政治……，容易变质为经由国民选举出来的独裁者。’第11页：‘在现在的中华民国体制下主张总统直选，是有其运动上的必要的，但是这一个主张与将来的台湾共和国宪法要规定总统制或内
023.刘福增何苦去竞选.txt	4	5	152	我说，福增是老实人，却又热衷于无聊的政治，真是不智。他如不那么热衷，不先自己宣布竞选，摆出张忠栋式滑头身段，临时在民进党抢个不分区代表名额，以他的党外资历，应无问题。何苦亲自出马？最后又被他老同学李远哲摆一道，撤销“推荐”，弄得灰头土脸。福增不好好的做教授，却干这些，真是不智。（1991年12月26日）
024.四分之一世纪后.txt	7	3	63	他说台湾当年所以能撑出局面而没垮，能在联合国保有席次关系重大。而席次之保留，前十年是蒋廷黻之功，后十二年是他能掌握非洲票之功。
024.四分之一世纪后.txt	9	7	113	他看不起王世杰。有一次王世杰在美国，请他代约大报记者吃饭。他代约了，并且作陪。事后记者们问他说：“你们的外交部长说些什么啊？他讲的英文，我们听不懂。”杨西崑跟我说，他只好编了一些话“翻译”给记者们，为什么编呢？因为他也听不懂。
024.四分之一世纪后.txt	11	5	103	最后我问他从政感想。他说他叮咛他的儿子：“不可去做公务员。”我说在公务员中，你还算是成功的，几十年来，大体上，你保持了自己，还能做出不少事。这已是奇迹。因为照你的个性，你连外交部次长、驻南非大使都做不上啊！
025.“哲学家”叹息.txt	2	7	157	楼下即东丰街，原有一家电玩店，路过时在窗外常见里面有一枯瘦的穿西装打领结小老头在玩，原来是哲学教授劳思光。有时高信疆也和他一起。我笑问信疆：“你怎么这么无聊、这么‘与民同乐’，怎么带劳思光做起你们身份不该去的地方，玩起你们身份不该有的娱乐？”信疆笑着说：“谁带他来了？——是他带我来的呀！”听了信疆之言，相互大笑。
025.“哲学家”叹息.txt	3	3	26	后来东丰街电玩店关门了，久矣不见“劳”苦功“高”了。
025.“哲学家”叹息.txt	4	4	52	今天晚饭后，与小屯在东丰街，一人走过，忽闻大声叹息一声，小屯注意一看，说：“那不是劳思光吗？”果然是他。
025.“哲学家”叹息.txt	5	4	62	我说：“这个书呆子，又出没东丰街了，哲学学到徘徊于电玩之中、叹息于马路之上，哲学可真无计可施了。”（1991年12月27日）
027.陈翰珍的真面目.txt	3	4	186	一、“翰老在民国十四年就读北京农大时，逢五卅惨案，乃投入学运，并受青年党国家主义之吸引而入党；十六年膺选为青年党北京市党部主席，复与党内同志合组北京书店，自任总经理，以反共复国安民为职志。民国十八年12月31日，北京市党部被破获，陈翰珍入狱，两个多月后获释，为隐原名，致以字‘翰珍’行世，任教于北京市立一中及一女中，仍暗中推行党务。”——这一段，写青年党当年被国民党迫害。
027.陈翰珍的真面目.txt	4	3	139	二、“二十年6月，翰老奉青年党主席曾琦之命，返川策进党务，三十五年，当选青年党中央委员，旋任制宪国代，三十六年就任国民政府监察院监察委员。三十七年，以青年党四川省党部主席之职，参选四川省第一届监委选举，最高票当选，任监委至今。”——这一段，写青年党向国民党“输诚”后，分到肥了。
027.陈翰珍的真面目.txt	5	6	187	三、“四十九年雷震案发生，在白色恐怖的阴影下，他甘冒大不韪，率先提案要求监察院调查；蒋经国总统逝世，他在监察院院会哽咽陈词，要求同仁团结，以慰经国先生之灵；强人政治消失后，卷起阵阵翻案风时，翰老在院会直言‘雷震案是个不折不扣的政治案，监察院有责任还雷震清白’，语中数度哽咽，几不成声。”——蒋经国之死，异党中人竟有哭之者。在青年党曰陈翰珍、在民进党曰朱高正，可谓双料无耻也。
027.陈翰珍的真面目.txt	6	3	216	四、“从民国十七年，北京农大毕业后，他按月抽储薪水的百分之五充做‘翰珍奖学金’之基金，民国四十年后，待遇改善，改抽一成，以助清寒子弟求学。他说：‘若待有余而济人，则一生无济人之事。有心帮助人，就要强迫自己节衣缩食，民国十七年，设了翰珍奖助学金后，我连烟都戒了。’”——这一段，言行俱佳。不过，照李世杰书中所说，陈翰珍于政治犯悲惨处遇之调查，漫无心肝，可见此人嘉言懿行，适为沽名钓誉，真正务实弹劾，不敢为也！（1991年12月29日）
028.台湾山水，还能看乎？.txt	2	3	156	决定不租金兰大厦车位了，也打算把喜美车卖掉。今日午后与小屯开车做售前之游。闻说七星山因寒流下雪，小屯没见过雪，乃决定上山。不期一上仰德大道，就陷于车阵中，在车中五小时，始转到北投脱身归来。我早就感到台湾假日到处人山人海，今日又躬逢其盛，乘兴而去，败兴而返，胃口倒尽了。以后再也不上当了。（1991年12月29日）
030.老代表总算退职了.txt	3	3	196	四十四年来，这一大批老而不死的人，他们是国民党伪政权的支持者、蒋家天下的拥护者和四十四年来不劳而获的民主花瓶扮演者。四十四年来，他们千百人中，竟没有一个人敢公然辞职以谢天下、没有一个人肯公然拒领薪水于不顾，还满口救国救民仁义道德，这种令人厌恶的人类，求诸古今中外历史，也是绝无仅有的！如今他们总算人人携巨款以退职了。我们一生中的四十四年，都做了他们的观众，真倒霉哉！（1991年12月31日）
031.梁肃戎临别瞎说.txt	2	3	36	立法院老贼院长梁肃戎今日退职，临走不知羞耻，还做最后演说，其中有这些话：
031.梁肃戎临别瞎说.txt	3	3	187	今天是中华民国八十年12月31日，肃戎兹声明依法自愿退职，包括立法院院长职位及立法委员的公职。肃戎与81位资深委员同仁，一起集体退职，其中有台湾省籍增补选委员5人，以及代表大陆各省市各民族的委员76人。这是我国近年来最大的一次政治变革，也是世界政治及宪政发展史上一件大事。对未来国家政治情势，有极为深远的影响。请院会准许本席表示几点意见，告知国会殿堂，同时，也为历史做证言。
031.梁肃戎临别瞎说.txt	7	5	86	一、所谓集体退职“是世界政治及宪政发展史上一件大事”，诚哉斯言！一干四十四年不改选，是世界政治及宪政发展史上一件大不要脸的事，这样大不要脸的事四十四年告一段落，当然是大事！
031.梁肃戎临别瞎说.txt	8	7	69	二、所谓“合法”，所谓“依法而来，依法而去”，全是谎言。四十四年不改选，并无任何合法的根据。所以真相乃是“非法”、“非法而来，非法而去。”
031.梁肃戎临别瞎说.txt	9	6	110	三、四十四年来，所有迫害人权的恶法，如梁肃戎所自豪的《惩治叛乱条例》、《出版法》等，无一不是老贼们的杰作，在这杰作下，禁书无数、沉冤无数，梁肃戎竟还说是“保障言论出版及人权自由”，真是瞪眼瞎说。（1991年12月31日）
032.抱小老虎.txt	16	5	55	碰到送切蛋糕的唐琪。她向动物园现场负责人说：“我是李敖小妹妹的同学，我们从小就崇拜他。”（1992年1月1日）
033.巴基斯坦的怪判决.txt	4	5	37	虽然辩方律师一再求情，但法官亚沙·乌曼尼却表示，“吊死他也实在太便宜了。”
033.巴基斯坦的怪判决.txt	8	4	57	“至于负责强奸他的，则会是现时在监狱服刑的五名严重强奸犯的其中一位。”他说：“我并可以向大家保证，过程肯定残忍。”
033.巴基斯坦的怪判决.txt	15	5	50	一位德国律师就表示：“这是世上首宗以变性为刑罚的判决，相信也不会是最后一宗。”（1992年1月2日）
034.末代秀才.txt	2	5	202	据中新社报导，中国最后一个秀才、有“上海第一老人”之称的110岁人瑞苏局仙，去年12月30日去世。苏局仙生于清光绪八年（1882）11月23日，24岁时考取末科秀才，一直以诗、书驰名沪上。直到去世前两天，还在寓所为上海百岁老店“五芳斋”书写了一幅“寿”字。上海《文汇报》在报导此则消息时称，至此中国自隋代以来，延续一千三百多年（587-1905）的科举制度选出的人才已全部离开人世。（1992年1月3日）
035.碰到郑淑敏.txt	2	6	120	今天上午在荣民医院排队领药时，有两人插队，我斥责之。事后有一漂亮摩登女士回过头来说：“李敖先生你的《北京法源寺》写得好极了！”我一时认不出她来。后来她拿出名片，才知道她是郑淑敏。我说：“十多年前远流老板介绍过。你越来越年轻，认不出你来了。”
037.俞大维乃一浑人.txt	3	3	109	今日《中央日报》登俞大维有一段谈话最有趣：“我和老总统每次谈话都不超过二十分钟，因为我讲湖南国语，他讲宁波国语，只要一讲到人名、地名，我们就听不懂对方的话了，当面讲话还可以讲上二十分钟，讲电话更是一分钟就讲不下去了。”
037.俞大维乃一浑人.txt	5	3	65	俞大维一辈子做蒋介石高级走狗，算是什么“奇男子”、“大丈夫”？名词定义乱用一气，此国民党统治下之是非标准也！（1992年1月4日）
039.郭廷亮生平事略.txt	5	7	550	先生幼承庭训，异智敏捷，体格健硕，壮志满怀。民国二十二年夏毕业于云南昆华师范学校，曾执教一年，于二十七年秋继升读云南昆明大学，二十八年春凜国难正殷，决立志报国，考入时驻贵州都匀之“财政部税警总团”第二期，接受“练力、练技、练胆”严格之军事训练，表现优异，深得总团长孙立人将军赏识，遴为基层桢干。三十一年初该团改为新编陆军第三十八师，先生亦晋任中尉排长，部队随即远征印缅与英美盟军对日并肩作战。嗣三十八师扩编为新一军，先生又勤习美军炮兵作战，并擢升为上尉连长。在印缅战场前后达三载有余，期间血战仁安羌、孟关、密支那、八莫等各地，纵横数千里。先生身先士卒，骁勇善战
039.郭廷亮生平事略.txt	6	7	305	时值四十四年5月因所谓“孙案”而被捕入狱，其妻与稚龄子女，同遭牢禁，从此其命运坠入凄惨深渊至逝世止，共达三十六年又六个月之久。悠悠岁月，半生灾厄，何其不幸耶！据先生口述，最初独囚于台北小黑牢近十载，至五十三年3月转囚桃园，六十四年7月改禁绿岛，后予养鹿度日。七十七年始有每月休假七天，回本岛探亲。近年为同案被株连受难之三十余人反屈，先生四处奔走，不断陈情，又亲撰事件缘始，细述经过，计数万言，欲寄呈“总统”、“党政首长”，请昭日月。不料未及竟功，于11月16日12时一刻，突于中坜火车站倒卧月台重伤，即送桃园省立医院急救，复转台北荣民总医院抢治，延至24日午后
039.郭廷亮生平事略.txt	7	4	264	先生身材挺拔，行如疾风，视之轩昂。学有根基，处事严谨，自奉甚俭，事长官耿耿精忠，待部属恩威并济，尝以“党国为重”、“民族大义”自励励人，至其恢宏之志节、崇义之精神，令人赞仰。文武兼备，实典范军人，亦云贵之俊杰。论其坚韧刚毅之修炼，亦非人所知，据其面述：当独处小黑牢，外界隔绝，偶得便罐累存之锈渍，指书“忍……”字于壁，日日注视以定神，可以见之。而遭酷刑折磨，忍人间绝痛，陷妻离子散，子女受歧视，沥沥诉诸闻者，不禁鼻酸泪下。兹年入暮晚，行止虽稍自由，不幸猝遭不测，凄然长逝，身极萧条。呜呼！苍松劲柏，遽悲凋谢，瞻望遗容，怆然曷极！
039.郭廷亮生平事略.txt	8	3	154	先生与李玉竹女士结缡十余年，育一子二女。子志忠从商，媳黄素月勤俭持家，长女志强，修读国立空大社科系，适乐君山涛，任教桃园凌云国中。次女碧莲，适林君礽炆，均从事电子业，咸能自立。惟子女对其父遭数十年之冤屈，宿怨难平，虽人以邈，屈辱犹存，切望究其公道，补其万一，还其应有，恕子女洗辱，众人释怀，更慰先生在天之灵！
040.林洋港何以无耻？.txt	5	4	169	他说，去年立法院一次法制、司法联席会议的座谈会中，有位立委建议他，最好辞去国民党中常委的职务，他当时说，如果那时辞职，会令人觉得突兀，更容易予人无谓的猜测。当时，他已有意要在适当的时机表达辞意。而所谓适当的时机，他现在认为是国民党下次开党员代表大会时，可能有部分中常委将会更换，届时他一定会建议执政党考虑部分立法委员的意见，不要再提名他。
040.林洋港何以无耻？.txt	8	3	136	执政党中常委、司法院长林洋港昨天表示，有关执政党预定下月举行的三中全会，是否改为临时中全会的问题，他还不清楚，不过，中央委员会秘书长宋楚瑜告知他的是召开“正式的三中全会”，同时，宋秘书长也提到，基于人事安定的考虑，全体中常委一律留任比较适宜，并未提到召开临时中全会的问题。
040.林洋港何以无耻？.txt	10	5	130	外传执政党有意将预定召开的三中全会，改为临时中全会，林院长昨天在登山健行途中，应记者询问时，明确表达了他对召开三中全会的看法及态度，不过，对于是否确实有必要改开临时中全会，林院长则含蓄地表示，应由党中央有关负责人深思熟虑去思考这一问题，他个人“没有用心研究”。
042.法官糊涂，无独有偶.txt	2	5	271	嘉义地方法院少年法庭公然违法裁定，将涉及刑责五年以上的少年犯，以明显违法的手法，将其轻罚——“保护管束”，且此案毫无救济方法，现正引起院检双方的尴尬与不知如何救济。该案由法官曾永霖裁定，案号为1990年度少训字第313号。《少年事件处理法》中明文规定，少年犯触最轻本刑五年以上有期徒刑之罪责时，应裁定“移送检察官”，以追究其刑责。曾永霖处理邱×辉案时，法院仍采事前送审制度，必须经过当时担任嘉义地方法院院长、现任台南地方法院院长陈建民的审阅后，判决和裁定才能生效。而陈建民竟让这种法律文书过关，法官糊涂，可真无独有偶也！（1992年1月7日）
043.李登辉的“正学”论.txt	2	3	108	士林外双溪临溪路七十二号“素书楼——钱穆先生纪念馆”昨天落成启用。李登辉“特颁书面贺词”，中有“拒辟邪辞，阐扬正学”之语，真是鬼话。这些伪政客伪学人，一辈子靠窃国大盗蒋介石，又何“正学”之有啊？（1992年1月7日）
044.溢领黑心钱.txt	3	5	120	国民大会高层人士昨天指出，从民国六十一年国民大会召开第五次大会开始，国大代表每次多领的十几万“出席费”，就是补平立法委员每年所领的“延会费”，以符合“三国会平等原则”的结果。每次国大领出席费都引起社会一片叫骂，但立委滥领钱又何尝是正确的……
045.增额立委更不要脸.txt	2	5	777	前立委雷渝齐今天在《联合报》投书说：“……立委溢领二十年延会费，在立法院每年法定会期八个月之外，整整四个月都算是延会，无论星期日、国定纪念日、甚至休会期间，均按日领取延会费。消息曝光后，引起各界惊讶与反弹，许多增额立委竟表示不清楚有无溢领延会费，不知是故意推诿责任，或是近年来立委所领钞票太多而根本未在意这笔钱的存在，暂且不论。唯就事论事，纵使溢领延会费有所不当甚或触犯刑章，似不宜过分苛责现任增额立委，盖此事由来已久，早成惯例。唯近年来立委待遇大幅成长，几乎已超过原本薪资相同的监委一倍不说，而且还要求自目前每月二十余万元的收入，调整到三十余万元，其不合理的
045.增额立委更不要脸.txt	3	7	86	雷渝齐所论大体不错。唯他说“似不宜过分苛责现任增额立委”，却是大错特错的。“增额立委” 口口声声骂万年立委拿黑心钱，而他们却照拿如此，可谓更不要脸也。（1992年1月8日）
046.扭曲义士.txt	2	7	897	今日联合报登：曾在桃园空军基地服士官役的刘达祥昨天表示，当年李显斌等三人投诚时，他是最先赶到飞机降落的现场，并收缴李显斌的配枪，而机尾的廉保生则是落地后在舱内举枪自戕。他的说法，推翻了空军总部二十六年前对“反共义士”廉保生之死的说法。因此，廉保生应该是中共的烈士，而不是“反共义士”。刘达祥现任桃源县芦竹乡大华村长，今年五十五岁。民国五十四年他才二十九岁，在桃园空军基地担任修护厂三等士官长。他在民国三十八年大陆沦陷时随父母来台，民国四十四年发生“太平舰事件”，自愿从军进入空军机械学校，毕业后分发到桃园空军基地服役。他说，民国五十四年十一月十一日下午一时十八
046.扭曲义士.txt	3	4	62	由此一回忆，可见明明是共产党的义士，国民党却当做“反共义士”来宣传二十六年。为政治扭曲是非，增一怪例。（1992年1月8日）
