file	paragraph	triggers	chars	snippet
004.李敖的“淫威”.txt	4	dialogueQ,quote	123	我在美国的好友陈兆基，一天打电话来，说你李敖可不得了啦，你在大陆变成“西门庆”啦！我笑问怎么回事？他说大陆出了一本《和李敖一起疯狂》的书，乱写一通，把你写成了一个大淫虫、大淫棍啦，我寄给你见识见识，认识你老兄几十年，没想到你居然变成了“西门庆”！
004.李敖的“淫威”.txt	5	story	42	前几天陈兆基把书寄来了，我翻了两页，果然是西门大官人无误，我掩卷一笑，想起一个故事。
004.李敖的“淫威”.txt	6	dialogueS,original	169	去年我跟《联合报》社长张作锦吃饭，他半真半假的说：“李敖兄，多少年来，我们一直以为你是‘匪谍’，现在承认我们错了，——你不是‘匪谍’，你根本就是‘匪’！”我听了大笑。如今，看了真正的匪夷所思的匪货，我想张作锦会改口了：“李敖兄，我们一直以为你是破除迷信的‘西门豹’，现在承认我们错了，——你不是‘西门豹’，君子豹变，原来你是‘西门庆’！”
005.分个第一给她.txt	6	dialogueQ,dream,quote	476	名至实归如此，却也别有用心之处，那就是陈文茜口诛笔伐中的例证，往往都离不开台湾这个小岛，这是她的无奈，因为你不就地取材，你就争不到一时，也争不到千秋。但陈文茜显然查觉及此，因此在“妙天下”的同时，她不时从小岛朝世界带，要岛民放眼世界，这种作风，是典型的“借题发挥”。39年前，胡适先生死前一个月，对李敖有所评论，他说李敖“喜欢借题发挥”，说“作文章切莫要借题发挥”。胡适先生能够一眼看出李敖喜欢“借题发挥”，是他老先生的高明处，但他把“喜欢借题发挥”看成一种大忌，却是大错特错。试看他在1930年写《介绍我自己的思想》，
005.分个第一给她.txt	7	story,dialogueQ,dialogueS,quote	218	三个月前后开了两次刀，体力稍差，不能为长文赞美陈文茜，就此打住。临文之末，我想起《南齐书》中的一个故事。《南齐书》说齐太祖萧道成喜欢写毛笔字，与大臣王僧虔比赛谁写得好。写完了，问王僧虔“谁为第一”？王僧虔又滑头又说了真话，他说：“臣书第一，陛下亦第一。”为什么两个第一？因为王僧虔提出两个检定标准，一个是大臣级的，一个是帝王级的，以大臣级的标准看，我是第一；以帝王级的标准看，你皇上是第一。我不把自己列为与你同级的，所以我第一你也第一。
005.分个第一给她.txt	8	dialogueQ	153	如今，Diamond 为什么要 cut 另一个 Diamond 呢？不必如此、何必如此？我李敖愿意让步，分个第一给陈文茜。谈到文采和口才，李敖是男人中第一，陈文茜是女人中第一，不就得了？两人中除非一人变性，永不发生“谁为第一”的问题。分个第一给她，这是我两次开刀后的新度量，总不至于第三次开刀做变性手术吧？
006.《胡适语粹》新序.txt	2	dialogueS	151	对整个中国来说，历史所记的“内忧外患”，其实只有“内忧”，算不上是“外患”。直到19世纪的1840年鸦片战争到来，中国才领教了什么是“外患”。鸦片战争的要角林则徐，事后写信给他一个亲近的朋友，偷偷说：这种战争是打不过洋人的，我们的武器太不行了，这种仗，“虽关、岳束手”，就便是关公、岳飞， 也打不赢的。
006.《胡适语粹》新序.txt	4	dialogueS	159	定位、定局、定风波、定神的范围是多方面的，其中包括慎终追远式的工作。慎终追远的对现代中国的启蒙人物们，给予“恰如其分”的发扬与评价。在启蒙人物中，胡适是最稳健、最优秀、最高瞻远嘱、最具潜德幽光的哲人智者。宋朝朱熹有诗说：“旧学商量加邃密，新知培养转深沉。”胡适一生，可谓身体力行，因此他死后的遗产与遗爱，最令我们珍惜。
006.《胡适语粹》新序.txt	6	dialogueQ	104	13年后，1983年，走火入魔，以台湾人自豪的李筱峰（现在是外省人办的大学教授），基于新的政治气候，别有用心的提出罗织与责问，近乎暧昧的暗示我跟“段宏俊”有什么政治勾结，我乃义正词严，写下拆穿李筱峰的几段话：
006.《胡适语粹》新序.txt	10	dialogueQ	455	筱峰最不可原谅的是他故意把两段时间剪接在一起，他为什么不想想，12年间，在人间可以有多少翻天覆地的大变化？12年，可以使一个人从青春变到衰老，可以使一个人从前进变到后退，不先查清楚，怎可以硬往上接？在我认识“段宏俊”的时候，“段宏俊”是因叛乱坐牢的受难出狱者，那时他是被国民党刚刚“扫荡”过的，比现在的许多党外还党外，他是出版商，来结交于我，我有什么错？我如有错，该是预感他12年后会办《扫荡》扫荡别人，我承认我无此预感的本领；我如有错，该是我应守株待兔，等待人格完美的党外人士如李筱峰者长大，做出版商，以“太公八十遇文
006.《胡适语粹》新序.txt	11	met	245	还有，在我被捕坐牢以后，我深知人情冷暖，“段宏俊”也不例外，他在我坐牢多年期间，只寄过一张贺年片，寄到景美军法处，这就是筱峰所谓的关系“非比寻常”！我出狱后，一直不理他，直到两年后在马路上碰到，才偶尔吃吃饭。他那时候，政治立场已经变得很大了，当然是我不同意的。我给所有约我写文章的党外杂志写稿，可是却不给《扫荡》写，我的立身本末，还不光明正大吗？我的立场屹立不摇，事实不是最好的证明吗？筱峰今天用暧昧的措词，写我和“段宏俊”的关系“非比寻常”是什么意思啊？这样的遣词用字，未免太不厚道了吧？
006.《胡适语粹》新序.txt	13	dialogueS,ancient,met	275	中国古代圣人说：“尔为尔，我为我，虽袒裼裸裎于我侧，尔焉能浼我哉！”（你是你，我是我，即使你赤身裸体在我身边，你也脏不了我啊！）一个人在社会上，总要碰到些莫名其妙的朋友，这种朋友尤其在你有点地位后，会随处乱攀跟你的关系如何如何，其实全是一面之词而已（胡适在大陆时候，就有人冒充他的兄弟，在外招摇）。我们检定一个人，要从他多年的立身本末来看他，不可听耳食之言来附会，筱峰本该是谣言止于智者的智者，没想到他居然从“其他朋友的七嘴八舌中”找谣言，我真为筱峰悲哀；筱峰口口声声“段宏俊”是“你的朋友”，但是我的朋友不是“段宏俊”
006.《胡适语粹》新序.txt	15	told	86	我拉杂提到这些乏味的小事，只是告诉人们：《胡适语粹》这部书，由成书到后患，的确“非比寻常”。一部书的生命，如此玄黄乍变、如此逸祸横生、如此把世道人心尽收眼底，岂不奇缘也哉？
007.《胡适选集》补序.txt	2	dialogueQ	89	36年前（1966年），《胡适选集》出版的时候，书前是光秃秃的，并没有序，因为当时形格势禁，难以有序。不久，这套选集就被“消灭”了，“皮之不存，毛将安传？”更没有序不序的问题了。
007.《胡适选集》补序.txt	3	dialogueA	169	如今，36年过去了，1966年变成2002年了，我把这套尘封了的书拿出来，拿到新一代的出版家张书铭先生的面前，商请他协助重版。张书铭先生答应了，并请我写篇序。这时我才特别注意到这套无序的书，它真该有一篇序才对，并且写序的又真该李敖才对，为什么？因为我不是别人，正是这套选集的编者啊！我可不是略知皮毛的人，连皮带毛一述始末，我可太有资格了。
007.《胡适选集》补序.txt	4	dialogueS,quote	370	胡适先生晚年，很喜欢引用清朝学者李塨（恕谷）的一段话：“交友以自大其身；求士以求此身之不朽。”意思是说，交朋友的目的在造成自己生前的势力；但是寻找知己与接班人的目的却在造成自己身后的势力。胡适先生引用这段话的心意，我想和他个人的遭遇不无关系。胡适先生名满天下，又喜欢交朋友，所以一直活在热闹的气氛里，但是这种车水马龙的热闹，是虚荣的、虚幻的，聪明如胡适先生，不会不知道。所以他在热闹之余，未尝不存“求士”之心。我想，在这种心意里，我是胡适先生特别另眼看待的一位。我在大学生时代，就在《自由中国》杂志发表讨论他的著作的文字
007.《胡适选集》补序.txt	6	person	289	不过，在同一段时间里，有一个“求士”后的奇迹出现了，那就是我。我做了三件事：一、我出版了《胡适研究》一册；二、我出版了《胡适评传》一册；三、我编了《胡适选集》13册。都由文星书店出版。《胡适选集》是一种普及的版本，当时每册定价只14元，特价期间每册只卖9元，该是一般读者都能买得起或设法买得起的。内容共分13类，每类一册：①述学（共10篇）、②考据（共13篇）、③人物（共25篇）、④年谱（共4篇）、⑤历史（共10篇）、⑥政论（共28篇）、⑦序言（共42篇）、⑧杂文（共35篇）、⑨日记（共9篇）、⑩书信（共74篇）、⑾
007.《胡适选集》补序.txt	7	ancient	230	胡适先生以他70年零70天的生命，在人间留下了大量的文字，由于年代湮远，人事动乱，这些文字，散逸的很多。一般想读他的文字的人，通常是依靠《胡适文存》、《胡适论学近著》、《胡适文选》、《章实斋先生年谱》、《先秦名学史》、《中国古代哲学史》、《白话文学史》等专书。在这些专书以外的大量文字，却没有被有计划的编选过，这不能不说是一个大遗憾。《胡适选集》的构想，是我鉴于胡适先生著作的这种散佚，无法看到在《胡适文存》等书以外的大量文字，所以才加以搜集，用来嘉惠士林的。
007.《胡适选集》补序.txt	9	story,dialogueA	256	《胡适选集》出版后，极受欢迎，对胡适思想的流传，有了极大的影响。《胡适留学日记》里有一则《借一千，还十万》的札记，写施特来特（Willard Straight）以10万元的纪念堂，酬答他欠过1000元的知己休尔可夫（Schoellkopf）的故事。胡适先生在我穷困时送了我1000元，可是我说1962年3月要还他，但他2月就死了。最后我以《胡适选集》给他做了最好的纪念。文星被国民党封门后，市面上也出了多种翻印本，单册流传，总在10万册以上。我这点酬答死友的心意，比起《胡适留学日记》中的故事来，也算好有一比了。
007.《胡适选集》补序.txt	11	person	185	胡适全集的编印，原由中央研究院主持。在胡适先生死后，他的亲朋好友和门生故旧居然集合在一起，要负责整理他的遗作，并且声言要编全集。这些自以为有权编全集并自认有能编好全集的人，他们摆出的姿态是垄断的、是有排斥性的。由于他们这些人大都是台湾的“学阀”阶层，所以他们便不愁没有一个所在来表现他们的大权与能力，最后表现的总汇，便是中央研究院。结果呢，胡适死后，胡适全集却全没影儿！
007.《胡适选集》补序.txt	12	dialogueQ	194	奇怪的是，1966年2月25日，国民党《中央日报》刊载胡适先生去世4周年的消息，我们听到胡夫人的谈话，竟然是：“付印适之的全集，现在还谈不到！”我们实在忍不住要问：到底什么时候才看得到胡适全集的出版呢？更奇怪的是，按照1963年出版的《中央研究院概况》，明说胡夫人“已于1963年4月16日在遗产转移同意证明书上签字”，出版之权显然已不在胡夫人，既与胡夫人无关了，胡夫人还发表什么谈话呢？
007.《胡适选集》补序.txt	14	dialogueQ	410	奇怪的又来了，在胡适先生死后5年，在胡适全集遥遥无期的时候，《胡适选集》的问世，非但没得到胡适先生亲朋好友、门生故旧的感谢，反倒遭到他们的打击。1966年12月13日，胡夫人在国民党《中央日报》首先登出《胡江冬秀启事》，声言《胡适选集》“是非法的，应立将已印的书销毁！”——由太太出面，要求把自己丈夫的著作销毁，这种行径太离奇了！经过调查的结果，才知道启事来自中央研究院。换句话说，是在中央研究院某些人士的煽动、挑拨与支持下，由胡夫人出面刊登的。中央研究院以偌大的预算与人力，以及有胡适先生自己遗留下来的大量材料的方便，
007.《胡适选集》补序.txt	15	dialogueQ	160	在胡夫人登出启事以后两天，12月15日，中央研究院的所谓“部分同人”，包括徐高阮、李毓澍、王聿均、陈槃、黄嘉谟、吕实强、高去寻、张秉权、李光涛、李恩涵、王树槐、王尔敏等所谓学人，投书给国民党党报等，一口咬定出版《胡适选集》是一种“恶行”、是“图财害命”，除要求“有权过问的官署怎容文星在光天化日之下公然进行”外，并宣称：
007.《胡适选集》补序.txt	16	case	103	当此朝野在总统领导下高唱复兴文化运动之时，任何人竭其心血所成的发明权及著作权，应受到尊重和保障，是一个最起码的条件。希望贤明的内政部长立刻负起责任处理这件版权被侵害的案件！司法机关也应该考虑除暴安良的行动！
007.《胡适选集》补序.txt	17	dialogueQ	232	12月17日，所谓胡适纪念馆委员会委员凌纯声、魏岩涛、石璋如、胡颂平、徐高阮、王志维等，又“举行委员会议，决定全体委员赴台北慰问胡夫人及维护胡适博士著作权益”。12月18日，所谓北京大学在台校友会成立7人小组，由陶希圣、杨亮功、陈雪屏、姚从吾、吴铸人、孙德中、毛子水组成，“代表北大校友到和平东路向胡江冬秀女士表示慰问，并保证北大校友对这事不会坐视。”12月20日，所谓教育界人士孙亢曾、沈刚伯、许倬云等发表谈话，跟着推波助澜。当然所谓舆论界也众口一声，大起其哄。
007.《胡适选集》补序.txt	18	dialogueQ	350	在法律这边，《胡适选集》是完全合法的。按照著作权法第18条：“揭载于新闻纸、杂志之事项，应注明不许转载，其未经注明不许转载者，转载人须注明其原载之新闻纸或杂志。”第21条：“著作权年限已满之著作物，视为公共之物，但不问何人，不得将其改窜、割裂、变匿姓名或更换名目发行之。”第22条：“无著作权或著作权年限已满之著作物，经制版人整理排印出版继续发行并依法注册者，由制版人享有制版权10年；其出版物，非制版所有人，不得照相翻印。”又著作权法施行细则第4条：“凡著作物未经注册而已通行20年以上者，不得依本法声请注册享有著作权
007.《胡适选集》补序.txt	19	dialogueQ	114	在法律的另一边，按照胡适遗嘱，胡夫人根本不是著作权益的继承人，自然根本发生当事人“适格”的问题，根本是没有主张权利的资格的。但是，当时整个的局面是：大家不先搞清《胡适选集》在情理上和法律上是完全站得住的，只是吠影吠声的起哄而已。
007.《胡适选集》补序.txt	20	dialogueQ	365	在这种起哄的风波里，真正的核心震央地带，是来自中央研究院的人，尤其是其中的徐高阮。徐高阮是出身左派的健将，当年参加一二九运动，被捕后，投降国民党，在中央研究院做副研究员，可是写不出学术论文。李济等学阀大概知道他有背景，不敢惹他，让他管图书室。他有突发性狂怒症，发病时甚至将书架推倒，根本不是正常的人。虽然如此，他跟情报局、调查局、总政治部等衙门，都有炙手可热的关系，所以经年累月全无学术研究，却能整天写文章诬指谁是卖国者、是匪谍、是这个、是那个，以打击自由主义者为职志。这个人表面上是拥护胡适先生的，骨子里却希旨承风，完
007.《胡适选集》补序.txt	23	dialogueQ	213	正因为带头的人心态如此，所以《胡适选集》在他们眼中，竟是“恶行”、是“图财害命”、是非“销毁”不可的东西，他们不知道：真正的问题根本不在这里！因为胡适先生生前既然“歆羡”别人全集的出版，并且冀望他自己的全集能够在死后印出，真正尊敬并怀念胡适先生的人，就不可不努力达成他的心愿。应该知道：发扬并流传胡适先生思想一件事，是最主要的一件事，至于由谁来发扬流传，由谁来出名得利（如果有名利可得的话），根本都属于小焉者也、根本都是余事。
007.《胡适选集》补序.txt	25	case	47	于是，轰动一时的《胡适选集》案，便在1966年12月25日胡夫人的按铃申告下，如火如荼起来了。
007.《胡适选集》补序.txt	26	case	36	国民党官方介入这一借刀杀人的讼案，以阻止胡适思想的流传，最明显的手法是：
007.《胡适选集》补序.txt	32	dialogueS	61	在胡夫人按铃申告后第6天，共产主义青年团出身的“闽变”叛国分子再转为国民党文宣大将的胡秋原，在立法院里提出质询。胡秋原说：
007.《胡适选集》补序.txt	33	dialogueQ	323	……盗印胡适先生著作一事，非一单纯侵害人民权益问题，而实若辈一贯祸国阴谋之一种烟幕，亦即若辈过去5年来假借胡适先生名义进行卖国匪谍活动阴谋之重新使用。最近毛匪日暮途穷，我代表权在联大亦告胜利。然毛匪及国际阴谋家之图我谋我亦越急，一个反中华民国的攻势已由四面八方开始。所谓“中国问题小组”，所谓“复国运动同盟”，所谓“新台湾独立运动”，所谓“保护殷海光运动”已在华盛顿、东京、香港等地开始……适于此时盗印《胡适选集》，既非尊敬胡适（因若辈早已诽谤之），亦非借以图利（因若辈不缺乏金钱），而系借盗印《胡适选集》，以散乱胡适著
007.《胡适选集》补序.txt	37	dialogueS	217	中央研究院的两名院士（陈槃、高去寻），36年前联名发表谴责《胡适选集》的信的，当年曾经伪善的说：“暂且抛开法律不说，在道德立场上，这种行为必须要加以谴责。”（1966年12月16日国民党《中央日报》）如今，36年过去了，如果出来《胡适选集》该构成谴责，那么胡适先生死了40年后还出不来胡适全集该不该谴责呢？如果流传胡适思想竟在你们所谓的“道德立场”上站不住，那么胡适死后40年的今天，你们不在流传上做任何事，又是哪一种站得住的道德呢？
007.《胡适选集》补序.txt	38	story	388	整个《胡适选集》的故事，是一篇人情冷暖的故事、一篇政治斗争的故事、 一篇李敖《借一千，还十万》的侠义故事。我把这故事发表出来，盼对崎岖的世道和已凉的人心，多少起一点坦荡而温暖的示范。写到结尾，我又想起“交友以自大其身，求士以求此身之不朽”的话。从胡适先生的身后事看来，他的“交友”，其实只获得自祸其身：他的不朽，还有待于所求之士的发扬。我当然不是说胡适的不朽要靠李某人，但我必须说，正因为人间有李某人这种人，胡适先生的不朽，才有了高明光大的成果和生动悲怆的韵味。以《胡适选集》为例，当年国民党和它同路人（包括变节的共产党
008.五十年是什么？.txt	9	original	61	原来是胡适写给他的族弟的，原来他们都是绩溪胡家。这一家族，他们分别流亡到台湾岛上，但是，岛孤人不孤，在他乡，他们又重聚了。
008.五十年是什么？.txt	17	dialogueQ,quote	255	昨天办公室传来，有称胡适为大伯者，持文物求知于我。我笑说胡适在家为老幺，何来大伯之称？此公可疑，要查问清楚才好。今天得知，说此公胡姓，自称持有胡适给他父亲的条幅与对联云云。我闻而好奇，乃电话此公，他自道胡适是他族伯，他家曾开笔墨庄。我问你老太爷是否“胡汉文”，他说正是，他奇怪我说得出他父亲名字。我说更奇怪的是我可以说出你手上收藏品的内容，当下我背出王安石的诗，他更奇了。他立刻说要来看我，两小时后，他出现了、胡汉文之子出现了、胡适的族侄出现了，半百年纪，却不无风霜。他打开包包，尘封般的一卷，最后赫然出现了。
008.五十年是什么？.txt	19	dream	76	五十年是什么？五十年是早已迷失掉的旧梦，蓦然归来；五十年是什么？五十年是重温了旧梦，又凝住了它。最后，是嘱托也是割爱，那不无风霜的身影，留下了他的家藏。
009.给王金平院长的一封秘件.txt	3	case	32	马英九国民党配合军购案，放水在即。兹以心得13点，幸为院长陈之：
009.给王金平院长的一封秘件.txt	17	case	131	台湾有三大危机而不能自觉：一、自欺危机（如进联合国、如台独、如台湾走出去），二、亲美危机（换来66年邦交、7小时前被出卖。迄今全无保证），三、仇共危机（外来仇共遗恨，台人竟笨得照单全收，不知以一中宪法上谈判桌，共共产党之产）。而三大危机正本清源之道，首在军购案。
010.从李文告小布什说起.txt	7	joke	170	这当然是戏谑之词，但实情却也未可忽视。打官司，是要钱的。有道是“仗义输（疏）财”，做正义的事，是要放得开钱的。别以为“市义”是笑话，孟尝君的门客“为君市义”（替你收买正义），就是实践检验出来的真理。当然打官司花钱也可以“市不义”，美国明星球员辛普森（O. J. Simpson），明明杀妻而可脱罪，玩法律于钞票之上，足见美式正义，不过乃尔。
010.从李文告小布什说起.txt	11	dialogueS	116	就A“失之太小”来说，英国首相狄士雷利（B. Disraeli）说：“人生太短不要鸡毛蒜皮。”（Life is too short to be little.）一般打官司，除非我志在官不聊生、告的是政府，其它私人缠讼，多属鸡毛蒜皮。
010.从李文告小布什说起.txt	18	case	540	下场之惨不忍睹，自不待言。为什么？因为美国恃其强大国力，得天独厚，称雄国际，外加其牛仔水平，鲁莽灭裂，动辄以举国之力，做“非法侵入他国”（filibuster）之行，自活捉他国总统（如对巴拿马）、到绞死他国总统（如对伊拉克）、到文化侵略、到经济制裁、到军事占领、到武器销售……举凡联合国宪章和国际法所谴责到或谴责未到的恶行，皆悍然为之。一百年前，美国人还知道说话温和但手执巨棒（Speak softly and carry a big stick.）；如今骄气凌人，说话温和都免了，已是一派富凶极恶。以武器销售为例，它吃
010.从李文告小布什说起.txt	21	case	150	李文在北京打官司，讼案十起，投诉二十起，都是她从“‘小事’较真”的成绩，最后，她不但告中国人，也告起他们美国人来了，并且被告的还是他们的总统，真正示范出“大事面前就果真会有人较真”了。这是一个好的走向、好的里程碑。“要劫劫皇杠，要玩玩娘娘”，连美国总统都能告，告个张三李四、告个业主房东，又算老几啊？
011.从眼神到背影.txt	5	dialogueQ	77	立委开票后，她放学回来，有点难过的眼神，质问我：“爸爸，你的立委是怎么选的？你怎么选上最后一名？同班有同学的爸爸，叫朱俊晓，人家可名列前茅呢，你真丢人。”
011.从眼神到背影.txt	10	dialogueS	131	朱俊晓说：“你李大师加入我们国民党吧，你德高望重，本党铁定提名你做不分区立委，你稳连任，别自己选了。”我说：“谁要加入你们这个鬼党烂党。”朱俊晓说：“今年立委选举改成‘单一选区两票制’了，人数减半、大党通吃，你李大师再伟大，在选举上，你是弱小民族，你选不上了。”
011.从眼神到背影.txt	13	dialogueQ	27	不过，小朋友问题又来了。“急流勇退”？好像没那么简单。
011.从眼神到背影.txt	14	dialogueQ,dialogueS	221	我发现我的儿子有点怪异，他就立委选举问题，不只一次的问东问西。我暗示他多么难选，每个选区都有大党重兵围困，理由一二三四五，我的儿子多聪明，他似乎听懂了，我看到他走开的背影，背着沉重书包的背影，我知道我使他有些失望。在小朋友的心目中，爸爸是个战士，战士只有打赢或打输，战士没有退休的。德国总理阿登纳（Adenaur）老得不肯让步，别人劝他退休，阿登纳说：他年轻时早都退休到牢里了，他退休过了。爸爸年轻时也是牢里的，爸爸会退休吗？退休还是爸爸吗？
011.从眼神到背影.txt	15	story,dream	138	我想起普瑞斯柏格（Emeric Pressburger）那本《看那灰色马》（Behold A Pale Horse）的故事。那老去的浪迹天涯的战士已经无力扭转乾坤，但是，专程来看他的小男孩却相信他能扭转，为了小男孩的一个信仰、一个梦、一个背影，他出发了，天涯归来，却被打死了。
013.李敖与民歌.txt	5	once,dream	367	我第一次坐政治犯牢在1971到1976，也就是从36岁坐到41岁，先是一个人关了一年，在警备总部保安处，后来移监到景美军法处。在军法处，年复一年不准看报，所得消息，但凭新进牢的人口耳相传，最新世界大事所得不多，最新流行歌曲倒听了不少，因为大家无聊，以唱歌自遣者比比皆是。有一次，一群小流氓们个个会唱刘家昌的《往事只能回味》，歌词是：“时光一逝永不回，往事只能回味，忆童年时竹马青梅，两小无猜，日夜相随，春风又吹红了花蕊，你也已经添了新岁，你就要变心，像时光难倒回，我只有在梦里相依偎。”当时我没见到歌词，把内容听得模模糊
013.李敖与民歌.txt	7	quote	114	大约在我39岁那年，1974，有一天，给我送饭送水的一个外役，搞到几“块”破报纸，他说他喜欢搜集歌词，以备他作谱消遣。如我能写几首歌词同他交换，这几“块”报纸便是李先生的了。我同意了。就立刻写了几首，其中一首就是《忘了我是谁》：
013.李敖与民歌.txt	20	legend,dream	203	出狱后，这歌词我发表在1979年9月18日《中国时报》，新格公司作为“今韵奖”第一名推出，由许翰君作曲、王海玲演唱，引起轰动。事实上，我认为作曲和演唱都比歌词好，那时许翰君是大学生、王海玲是中学生。这首歌词“忘了我是谁”五个字，后来变成台湾报刊常用语，经常用在标题上。传说这歌是我为胡茵梦作的，绝对错误，因为在牢中写它时无特定对象，眼前只是一面白墙。写的好像情歌，但没发情，看白墙怎么发情？只是想看报纸耳。
014.我写《虚拟的十七岁》.txt	2	dream	35	人类有许多好梦，其中一个，是结合两种极端、把不太可能结合的，梦想结合。
014.我写《虚拟的十七岁》.txt	3	dialogueS	409	莎士比亚的（William Shakespeare）《威尼斯商人》第4幕第1景里，有Bellario（贝拉利欧）那封介绍信的话。信中说，介绍来的人儿是so young a body with so old a head（身体，年轻的；头脑，年深的）。《威尼斯商人》写成在16世纪，到了17世纪，英国Strafford（斯垂弗德），就是后来被国会砍了头的大臣Thomas Wentworth（温特沃斯），向英国国王Charles I（查理一世）推荐Earl of Ormond（阿蒙伯爵）时，说：“He is young,
014.我写《虚拟的十七岁》.txt	4	person,dream	155	So young a body with so old a head，在这一好梦出现500年后，应赋予新的诠释。500年前的头脑，涵盖的内容是有限的，so young和so old还有个成真的空间。但是，500年后的今天，头脑上的登峰造极，简直不太可能了。所以说，这一人类的好梦、越来越遥远的好梦，难以成真了。
014.我写《虚拟的十七岁》.txt	5	dream	103	不过，崇尚科技的科学怪人们不相信，他们不怕好梦遥远，他们不是要把遥远拉近，而是要追上遥远。这些科学怪人未必熟悉莎士比亚和斯垂弗德，但是，不谋而合，同做好梦，却是真的。他们都要“身体，年轻的；头脑，年深的”。
014.我写《虚拟的十七岁》.txt	8	story	22	几年前，八卦媒体封面了李敖和高中女生的故事。
