file	paragraph	triggers	chars	snippet
001.香港的机会，中国的机会.txt	43	once	186	香港已经脱离了中国一百四十年，何必急于染上红色呢？何必急于一统呢？中国在周朝初年，是千余国；到了春秋时代，是十二大国；秦朝统一中国，大家说完全统一了，是错的，它留下一个小卫国，直到解决六国以后十二年（公元前209），才完全统一，那时秦始皇都死翘翘了。我觉得留下卫国不统一，并没妨碍秦始皇统一中国的令名，反倒足见其大。香港问题当然今非昔比，但这个小史实，岂不值得我们玩味吗？
002.“谢谢你，帝国主义！”.txt	8	example	149	例如国民党说中国的贫穷是帝国主义的经济侵略，但是鸦片战争前的中国早就一穷二白了；国民党说中国的混乱是帝国主义的操纵军阀，但是太平天国时的中国早就天下大乱了；国民党说中国的不景气是帝国主义的资本主义垄断，但是当时的银行资本只是一万五千万，一万五千万被四万万人口一除，中国的“平均公民”，又有几分钱呢？
002.“谢谢你，帝国主义！”.txt	12	once	273	问苏俄是不是帝国主义者？我毫不沉吟的答道：他是帝国主义的结晶，他是帝国主义的大魔王……俗语说的好：“江山易改，本性难移”《一国的国民性，可是换一面招牌就改得转来吗？俄国人玩的政治，对内只是专制，对外只是侵略，他们非如此不能过瘾。不管苏不苏，赤不赤，玩来玩去总是这一套，马克思便是化身的希腊正教上帝，列宁便是转轮再生的大彼得，全俄人民从前是“沙”的脚下草，现在便照例承袭充当执行委员的脚底泥，中国从前是“沙”的梦想汤沐邑，现在便是红旗底下得意的抛球场。苏俄啊！你要辨明你不是帝国主义吗？你哪一天把在中国的活动停息，我们那一
002.“谢谢你，帝国主义！”.txt	16	example	104	在“打倒帝国主义”的障眼法里，国民党的打击对象，显然是指英国挂帅的帝国主义。国民党学来的战术是简化的丑化方法，就是迎头在你脑门子上把戳记一盖，就大功告成了，例如只要一盖上“英帝”戳记就好了，谁还要仔细查证呢？
002.“谢谢你，帝国主义！”.txt	20	dialogue	34	在“经济的侵略”讨论以外，蒋廷黻又讨论到“文化及主义的侵略”。他说：
002.“谢谢你，帝国主义！”.txt	26	dialogue	564	帝国主义到中国来后，有所谓“租界”（settlement concession），租界是帝国主义在中国领土上画地为特区，不受中国政府管辖。乍看起来，这些特区是丧权辱国、是洋鬼子侵略我们，但是仔细一看租界中的政治，我们却会脸红的。洋鬼子虽然帝国主义，但在帝国主义之中，他们的许多良法美意，也都“侵略”而来。比如说：洋鬼子是主张言论自由的，他们欢迎办报，于是，办报传统与办报自由都素来可怜的中国人，便如鱼得水了。当年的《苏报》，便是其中之一。《苏报》的志士仁人们，在帝国主义的庇荫下攻击中国专制政府，骂满清皇帝是“小丑”等等
002.“谢谢你，帝国主义！”.txt	29	dialogue	241	当然帝国主义者不是以平等待我之民族，但是，看看香港、看看英国“所过者化，所存者神”的经手成绩，我们忍不住要说：他们所过的残余、他们所存的下限，都多于我们自己所给的、都高于我们自己所定的，他们的“下驷”规格，都优于我们的“上驷”标准；他们的“殖民”待遇，都胜过我们的“大国民”水平，有时候，我们觉得我们除了“以做中国人为荣”外，其他能引以为荣的，竟不堪枚举，我们除了“爱国”、“民族”、“光荣”、“大义”这些引以自慰的抽象外，简直没有多少可以自豪的实绩了。做为中国人，这不太可怜了吗？
002.“谢谢你，帝国主义！”.txt	32	dialogue	5	蒋廷黻说：
002.“谢谢你，帝国主义！”.txt	33	dialogue	449	我们拿什么标准来评断帝国主义的善恶呢？有些人说，不问其成绩如何，外族的统治都是恶的。因为统治本身是民族生活最基本的一部分，剥夺一个民族的统治权是剥夺它的生活的一部分。并且一切的统治都是为统治者谋利益，不是为被治者谋利益。还有些人说，治权本身没有什么大了不得，左右施治权者是少数，受治者是多数。从多数看起来，统治者是甲是乙，是本族或是外族，是不关紧要的；关紧要的是统治的成绩，如社会的或治或乱，及经济的或穷或富。依这个看法，我们就可以请人民投票来定帝国主义的罪恶。譬如印度，我们是否可以拿印度全国人民的票来决定英国统治印度
002.“谢谢你，帝国主义！”.txt	34	dialogue	316	如今，最后的英国式帝国主义的象征，即将在香港落幕。我们回首前尘，在历数洋鬼子罪状之余，不妨也心平气和的公论一下是非。西方谚语说：“不掩没恶人长处。”（Give the devil his due.）在回首英国式帝国主义长处之后，我们中国人要想想、要想想：我们是不是还是要对不起自己人？当政者不做李鸿章是好的，但李鸿章有两个：一个是“宰相有权能割地”的李鸿章；一个是“孤臣无力可回天”的李鸿章，前者是对外国人的，后者是对自己人的。给中国带来领土上的光荣，是一回事；但在领土上使自己人感到比帝国主义好，是另一回事。“无力可回
003.有关香港的几段鲜事.txt	11	dialogue	26	1942年10月10日，英国各报登出英国政府声明说：
003.有关香港的几段鲜事.txt	16	dialogue	47	在英国坚持不谈九龙地位以后，国民党就屈服了。王世杰、胡庆育在《中国不平等条约之废除》一书里说：
003.有关香港的几段鲜事.txt	20	dialogue	27	做过国民党中央党部秘书长的张其昀，在《党史概要》中说：
003.有关香港的几段鲜事.txt	34	dialogue	181	看了陶希圣这种妙文妙论，我们真忍不住要问：既然孙运璿说“香港是中国的领土”，那么，1945年，已经从日本人手中到了中国人口里了，当年竟都为英国争光、还给了英国人，谁还敢想象：同一个国民党，会在1997年以后，为中国争光、还给了自己呢？五十二年前的你，在二次世界大战胜利的前夜，尚不能力争国权；谁敢想象在五十二年后，在“此身未知归泊处”的不可知中，你能收复失土呢？
003.有关香港的几段鲜事.txt	35	dialogue	101	林肯说：“你可以欺骗多数人于暂时，你可以欺骗少数人于永久，但你不能欺骗多数人于永久。”看了几十年来国民党对香港所做的一切和所说的一切，我想，有点常识的中国“多数人”，在“永久”里，必然恍然大悟到什么了。
004.中共何妨回归.txt	2	legend	384	向国民党屡抛媚眼的旅美学人熊玠，日前从大陆穿梭来台，8月10日宣称，中共领导当局（据说是邓小平）在7月30日透露给他，中共对统一问题有了重大转变。8月13日，他在《中国时报》的专访稿上，更明确说明如下：“现在强调‘一国一制’，至于什么政体，则靠双方谈判决定，也可能回归中华民国宪法，包括改国旗、改国号也可以商量；不过比较起来，他们认为回归五五宪草（因有中共代表周恩来、董必武参加）可能比较简单。”这一说明见报后当天，国民党国家安全会议秘书长蒋纬国，在“北伐六十周年学术研讨会”上答复记者，也谈及此事。8月14日《中国时报
004.中共何妨回归.txt	6	dialogue	145	如今国民党摆出阵式来，坚持中共接受主义与国号，设想中共一旦真的接受了，又怎么样？西太后对光绪说：没有了我，还有你吗？中共则可说：有了我，还有你吗？一旦大陆叫了“中华民国”、奉了“中华民国宪法”，国民党又被置何地？又自居何地？由此一念之转，可见中共何妨回归？归来给大家看看好戏，不亦恶作剧哉！
005.我是天安门.txt	16	dialogue	137	中国古人的赋里说：“秦人不暇自哀，而后人哀之；后人哀之而不鉴之，亦使后人而复哀后人也。”我想，中国人民必须有暇自哀，以此为鉴，知道了自己的对错，然后抗议者和开枪者才都各得答案。否则的话，不论贤或不肖，终归于尽。长则百年、短则数载，在我这天安门前，依旧周而复始、改朝换代而已。
006.共产党上了两个当.txt	2	dialogue	409	法国老虎总理克里蒙梭（George Clemenceau）说：“一个人二十岁前不信共产主义，这种人就没有良知；二十岁后还信共产主义，这种人就是傻瓜。”美国总统候选人威尔基（Wendell Lewis Willkie）说：“任何人四十岁前不来点社会主义者，没心肝者也；四十岁以后还干社会主义者，没头脑者也。”（Any man who is not something of a socialist before he is forty has no heart. Any man who is still a social
006.共产党上了两个当.txt	4	dialogue	683	在思想上，共产主义的目的，是世界大同、是“各尽所能，各取所需”，这种类乎“自由、平等、博爱”的目的，是伟大的、动人的。一旦揭橥这种目的来号召，全世界志士仁人，谁曰不宜？沛然又谁能御之？共产主义的招牌，已经“通吃”如此，马克斯出来，再予以细腻的建构化、学术化，自然更是如虎生翼起来。不过，马克斯的理论，连他自己都不无动摇。马克斯早在1865年就完成《资本论》初稿的最后两卷，但他不让恩格斯看，事实上，他在第三卷中，已经动摇了他在第一卷中——劳动价值论的基础。他在1872年海牙大会讲演中，也有“我们不否认有些国家如英国、美
006.共产党上了两个当.txt	5	example	515	在制度上，共产主义的制度，共产党口口声声师承马克斯，并以之为手段，但是，共产党一旦变成了当权派，他们立刻发现马克斯不够看。例如共产党全国党代表大会每年开一次会，制度是马克斯订的，但是，到了斯大林手里，制度就给破坏了，弄得几年乃至十几年才开会。于是，最高权力机关，由多数人变为少数人，变为中央委员会、变为政治局、变为五人小组、变为个人独裁。这种演变，固资本主义不若也！资本主义下人民有的自由民主，还比共产主义多得多，革命革到这步田地，怎生了得？共产党中奇才异能之士，在忧心之余，也未尝不出之以改革。像邓小平，他先从经济体制
007.中国大局不可感情用事.txt	2	dialogue	129	法国最性格的政治家戴高乐，拯救祖国与危亡之际，有识之士，对他莫不佩服。他做法国总统，一天接见一国的大使，这位大使以见到戴高乐为荣，当面很感性的说了一大堆奉承的话，不料戴高乐却冷静的教训这位年轻大使说：大使是一国的重要政治人物，重要政治人物不可以这样感情用事。
008.学生干政的限度.txt	6	example	231	四、“自从五四运动以来，中国的青年，对于社会和政治，总算不曾放弃责任，总是热热烈烈的与恶化挣扎；直到近来，因为有些地方过分一点，当局认为不满，因而丧掉生命的，屡觏不鲜。青年人的牺牲，实在太大了！他们非独牺牲学业，牺牲精神，牺牲少年的幸福，连到他们自己的生命，一并牺牲在内了；而尤以二十五岁以下的青年学生，牺牲最大。例如前几天报上揭载武汉地方，有二百余共党员，同时受戮，查其年龄，几皆在二十五岁以下，且大多数为青年女子。……中国的青年，如此牺牲，实在牺牲太大了！”
008.学生干政的限度.txt	10	dialogue	87	总括来说，学生干政，本已不祥。但忘其所以，干得章法大乱，徒知空言叫价，而不知其限度，则更属无谓招祸之道。中国古话说：“暴得大名，不祥。”学运领袖们“暴得大名”如此，真不祥矣！
009.从法国大革命看中国.txt	2	dialogue	178	1789年7月14日下午六点钟，当巴黎市民攻下象征四百年禁锢权威的巴士底（Bastille）监狱的时候，这些人们根本就没有想到这是一个革命开始的大日子。但是他们的“敌人”中，却有了先知式的预感。当法国皇帝路易十六（Louis XIV）听到巴士底陷落，大呼“这是造反啊”的时候，他的大臣李恩古（Liancourt）公爵却提醒他说：“不，陛下，这是一次革命。”
009.从法国大革命看中国.txt	6	dialogue	182	虽然一开始的情况不过如此，但是，随着革命情势的升高，路易十六不死，则师出无名，一如罗伯斯庇尔（Roberspierre）所说：“判处路易十六死刑，是基于政治需要，非关任何法理与人道问题。”正因为政治需要，这三十九岁的皇帝上了断头台后，革命党还特别指示，下葬时候，他的头，不准放回脖子之上，而要夹在两腿之间，放在阴茎之下。——基于政治需要，革命革的可以走火入魔如此！
009.从法国大革命看中国.txt	7	dialogue	277	路易十六非暴君，但背着暴君之名身首异处；法国人民是好人，但演出暴民动作横行宇内。革命家们控制了“国会”，而这个“国会”，只由总投票数百分之六的选票产生的，其代表性可想。原有的“国会”，早被“朱高正”“林正杰”式货色给搅臭了。旁听席上充满了叫嚣的暴民，甚至公然贩卖起水果和食物来，“国会”已不成其为“国会”。在革命家的带头下，成千上万的屠杀，造成了哀鸿遍野。革命党不但杀反动派，也把自己人一个个当反动派送上断头台。丹敦（Danton）被杀后，人们忍不住问：“假使这些人都是叛徒，我们以后还靠谁呢？”靠罗伯斯庇尔。可是，曾几
010.中国大局不可轻易悲观.txt	6	dialogue	217	他说：“国民党和蒋中正先生对当年抗战是有不世之功的——也是个‘以君子始’罢。”可是，抗战胜利后“一场‘劫收’下来”，“三年前的‘民族英雄’蒋委员长，不旋踵就变成‘封建反动的总头头’、‘第一号战犯’的‘蒋光头了’。结果‘以小人终’。”“今日的共产党呢？历史又重演了！”“蒋、邓二公不同之处，是蒋只敢用水龙浇淋学生，或鬼鬼祟祟的在宿舍里偷偷捉人；邓某气魄大，就用起机枪、坦克，杀人不眨眼了。蒋介石娘娘腔，杀一两个学生工人，自己就发抖了。”
010.中国大局不可轻易悲观.txt	8	example	221	唐德刚在对比方面，也因感情用事疏于检点。他写蒋介石对学生工人的态度，也与史实不符。试问1931年12月17日，各地学生和南京学生向蒋介石要求抗日时，在南京珍珠桥畔，蒋介石一声令下，当场打得非死即伤的一百三十多名学生，是“娘娘腔”的“水龙”杰作吗？至于1927年在上海大杀工人的场面，更是“杀人如草不闻声”了。当然，蒋介石当时没开出坦克，因为他那时没有坦克，如果有，他会让邓小平耍狠于后吗？可见认为蒋介石“娘娘腔”的唐老哥，自己才“娘娘腔”呢！
011.有感于江泽民之言.txt	2	dialogue	271	法新社香港二十二日电：香港左翼的《大公报》二十二日报导，中共总书记江泽民说，北京将以“实事求是的办法”来处理遭整肃的前中共总书记赵紫阳。《大公报》指出，日前，江泽民在会晤美国耶鲁大学退休教授赵浩生时说，北京方面将“对赵同志完全以实事求是的办法来处理，功不会抹杀，过也要弄清楚。”江泽民在谈话中，一直称赵紫阳为“同志”，他并说：“‘十三届四中全会’时间太短，没有把赵整个事情弄清楚，弄清楚以后，一定依实事求是来处理的。”上面这一报导，九月二十三日的报上都没登错，但是康宁祥的《首都早报》却把赵浩生译成“赵豪生”（音），可见
011.有感于江泽民之言.txt	9	story	37	但是，于理允当还不够，其实还有更高杆的。我愿举唐太宗的一个故事，以为样板。
011.有感于江泽民之言.txt	10	dialogue	272	《旧唐书》侯君集传写这位开国元勋涉嫌叛乱，被抓起来。唐太宗怕造成冤狱，亲自审问。《旧唐书》说：“太宗亲临问曰：‘我不欲令刀笔吏辱公，故自鞫验耳。’君集辞穷。太宗谓百僚曰：‘往者家国未安，君集实展其力，不忍置之于法。我将乞其性命，公卿其许我乎？’群臣争进曰：‘君集之罪，天地所不容，请诛之以明大法。’太宗谓君集曰：‘与公长诀矣！而今而后，但见公遗像耳！’因欷歔下泣。遂斩于四达之衢，籍没其家。君集临刑，容色不改，谓监刑将军曰：‘君集岂反者乎，蹉跌至此！然尝为将，破灭二国，颇有微功。为言于陛下，乞令一子以守祭祀。’由是特原
011.有感于江泽民之言.txt	11	dialogue	214	为什么唐太宗说“而今而后，但见公遗像”呢？因为唐太宗把开国功臣二十四人画像于凌烟阁，侯君集是其中之一，唐太宗乃有是言，以叙别情。不过，照《大唐新语》所说，乃是：“太宗图画太原倡义与秦府功臣二十四人于凌烟阁，太宗亲为之赞、褚遂良题阁、阎立本画。及侯君集反，诛，太宗与之诀，流涕谓之曰：‘吾为卿，不复上凌烟阁矣！’”照这种说法，唐太宗更有侠骨柔情。——他连上凌烟阁看老朋友遗像的心情都没有了，为了老朋友叛变了他，他不忍再登凌烟阁了。
012.中国没裤子穿的问题.txt	3	once	108	文中有几段最令我注意的，我抄在下面：“1987年夏天，我和几位同事一起去甘肃东部搞疫情调查。在有些交通落后的山区，只好步行。有一次我们走到一个偏远的山村，由于天气炎热，大家背的水壶都喝得底朝天。”于是就找到一户农家。
012.中国没裤子穿的问题.txt	6	hear	230	我们读唐朝诗人杜甫的《石壕吏》，当拉夫的酷吏，在陕西拉壮丁的时候，石壕村的老妇人来开门，就说“室中更无人，惟有乳下孙。有孙母未去，出入无完裙”的话（另一种版本是“孙母未便出，见吏无完裙”）。可见一千两百年前的中国，就延续了那种“褐衣不完”的苦况了。记得李焕曾告诉我，他在西北行军时，见到西北农民硬是全家穿一条裤子，裤子挂在门口，谁出门谁穿。……由这些古今事例可证，中国人穷得没裤子穿的局面，并不是共产制度造成的，而是今天共产制度没有能力或余力改善这一问题而已。
012.中国没裤子穿的问题.txt	7	dialogue	189	当年共产党穷天下力，搞核子弹，日本人讥笑中国人连裤子都穿不上，还要搞核子弹。陈毅做外交部长，悍然说：宁肯不穿裤子，也要核子。其气魄可想。如今中国站起来了，在军事上，至少不再受列强之侮，这是一件功德。虽然，中国人民付了惨痛的代价。对一位少女说来，活到十七岁，还没裤子可穿，这叫什么国家？做了亡国奴，如能有裤子穿，我想也大可一做。关于整个的中国没裤子穿的问题，我们要从双方面想一想。
013.中国没裤子穿的片段.txt	3	story,record,dialogue	255	《世说新语》（德行第一）有这样一段：“范宣年八岁，后园挑菜，误伤指，大啼。人问：‘痛邪？’答曰：‘非为痛，身体发肤，不敢毁伤，是以啼耳！’宣洁行廉约，韩豫章遗绢百匹，不受。减五十匹，复不受。如是减半，遂至一匹，既终不受。韩后与范同载，就车中裂二丈与范，云：‘人宁可使妇无裈邪？’范笑而受之。”——这位品行廉洁的范宣，任凭豫章太守韩伯康的送礼，他都不肯收受，最后韩伯康在车中撕下半匹（二丈）布给他，说：“一个人总不能叫太太没裤子穿吧？”范宣听了，方才笑着收下来。这个故事，证明了中国古人真面临了“妇无裈”的问题。
013.中国没裤子穿的片段.txt	4	record,dialogue	313	姜国仁、张生力《四髯合传》有这样一段：“解放后，谢觉哉在西安同中国青年社记者谈话时，谈到他在长征途中的一些见闻。他说：‘长征时，我看见老百姓家用稻草做的被子。有的用稻草编成，比较软，这大概是较讲究的。有一句俗话：“出门把门带，防牛吃铺盖。”牛为什么吃铺盖？因为铺盖是用稻草编成的，又没有布袋子。这些情形，不是亲眼看到，真是难于相信。’他又说：‘我举几个你们永远看不到而我曾看到的事：云南、贵州、甘肃等省有的地方，十七八岁的穷家女孩子不穿裤子是常事。要订了婚，女婿家送了布来，才开始做衣服。’这篇谈话的主题是‘青年人要吃苦
015.毛泽东与湖南独立.txt	4	once,person	989	在一九二〇年九月三日的长沙《大公报》上，有毛泽东署名的一篇《湖南建设问题的根本问题——湖南共和国》，其中说（标点与错字照旧，以见当年水平）：“我是反对‘大中华民国’的。我是主张‘湖南共和国’的。有甚么理由呢？”“大概从前有一种谬论。就是‘在今后世界能够争存的国家。必定是大国家’。这种议论的流毒。扩充帝国主义。压抑自国的小弱民族。在争海外殖民地。使半开化未开化之民族变成完全奴隶。窒其生存向上。而惟使恭顺驯屈于己。最著的例是英。美。德。法。俄。奥。他们幸都收了其实没有成功的成功。还有一个就是中国。连‘其实没有成功的成功
015.毛泽东与湖南独立.txt	7	dialogue	851	九月五日写的文章是《打破没有基础的大中国建设许多的中国从湖南做起》。他在文章中说：“固有的四千年大中国。尽可以说没有中国。因其没有基础。说有中国也只是形式的中国。没有实际的中国。因其没有基础。我在湖南改造促成会答曾毅书中说。‘中国四千年来之政治。皆大架子大规模大办法。结果外强中干。上实下虚。上冠冕堂皇。下无聊腐败。民国成立以来。名士伟人。大闹其宪法国会总统制内阁制。结果只有愈闹愈糟。何者。建层楼于沙渚。不待建成而楼已倒矣……’实是慨乎言之。凡物没有基础。必定立脚不住。政治组织是以社会组织做基础。无社会组织绝不能有政
015.毛泽东与湖南独立.txt	10	joke,once,person	865	毛泽东写道：“兼公提出湖南们罗主义。谓‘若付诸公民总投票一定可得最大多数赞成’。然则‘最大多数’之于‘总’。相差仍有一个小部分。我看这一个小部分——虽然只是一个小部分。其关系有时却很重大。原来准照兼公所提解释们罗主义的三个条件‘我们用心干我们自己应干的事’。‘我们绝对不干涉别人的事’。‘绝对不许别人干涉我们的事’。是于最大多数的人民心理顶相合的。我料得这最大多数人民必定是①种田的农人。②做工的工人。③转运贸易的商人。④殷勤向学的学生。⑤其他不管闲事的老人及小孩子。他们都觉得‘应该用心干自己的事’。都觉得从前（四十年
015.毛泽东与湖南独立.txt	21	dialogue	554	九月二十八日同一天，徐庆誉写了一篇《怎么叫湘人治湘？》严厉批评了建立湖南国的流弊。第一是“违反现代的潮流”，第二是“闭塞湘人的思想”。其中有一段最为精到。徐庆誉说：“湖南人的短处，就是褊狭固执。……我们谈湖南建设的人。应该想法子洗涤这种劣根性。为什么还利用这种劣根性。来建立湖南国呢？看彭璜君所述的湘人仇视北兵那一段话。就应知道那是湘人智识不开的明证。彭君公然以那种仇视同胞的恶性。做湖南民族的精神。我觉得很奇怪。如果以那种坏的心理。做湖南民族的心理。那末。湖南人褊狭的性质。不仅不能铲除。并且会更加扩大。其结果就会各立
015.毛泽东与湖南独立.txt	22	dialogue	584	徐庆誉的文章发表两天后，九月三十日，毛泽东赶忙补上一篇《“湘人治湘”与“湘人自治”》，做出乖巧的补正。毛泽东说：“‘湘人治湘’。是对‘非湘人治湘’如鄂人治湘皖人治湘等而言。仍是一种官治。不是民治。如果驱汤驱张。目的只在排去非湘人。仍旧换汤不换药的湘人治湘起来。那么。奉天的张作霖。直隶的二曹。河南的赵倜。陕西的陈树藩。安徽的倪嗣冲。广西的陆荣廷。云南的唐继尧……都是本省人。正是奉人治奉。直人治直。豫人治豫。陕人治陕。皖人治皖……比那‘非湘人治湘’的汤芗铭。张敬尧。‘非鄂人治鄂’的王占元。‘非闽人治闽’的李厚基。‘非粤
015.毛泽东与湖南独立.txt	25	dialogue	196	两天以后，十月五日，毛泽东和三百七十七人联名发表《由“湖南革命政府”召集“湖南人民宪法会议”制定“湖南宪法”以建设“新湖南”之建议》，最后画龙点睛说：“应该要主张‘全自治’。而不要主张‘半自治’。绝不要顾及什么中央。和什么各省。湖南人只知道地球之上有湖南。湖南之内要自治。绝不要瞻前顾后。自馁其气。弃‘全自治’而主张那不痛不痒的‘半自治’。有敢妨害湖南人自治者。湖南人为自由而战。所不惜也。”
016.三分的弹性.txt	3	dialogue	203	汉高祖刘邦是平民出身的革命家，得到天下后，他向劝他搞书本的陆贾大骂说：“乃公（你老子）居马上而得之，安事诗书！”陆贾答得妙说：“居马上得之，宁可以马上治之乎？”并告诉刘邦，如果秦始皇得到天下后搞书本、行仁政，哪轮得到你刘邦做皇上？——刘邦是反应快的人，他面有“惭色”的接受了陆贾的意见，知道“马上得天下”和“马上治天下”有不同的层次。搞革命打天下，他是专家，但搞书本、治天下，靠老革命是不成的，得另请高明。
017.你是毛泽东.txt	6	dialogue	589	在理想上，共产主义不失为奶油。这种奶油，在中国思想史中本来就有的，《礼记·礼运》中说：“货恶其弃于地也，不必藏于己，力恶其不出于身也，不必为己”。前者即“各取所需”，后者即“各尽所能”。各尽所能、各取所需，就是共产主义的真髓。不过，中国传统的共产主义是粗浅的，并不细腻，止于口号层次，但口号就足以伟大动人。在思想上，共产主义的目的，是世界大同，是“各尽所能，各取所需”，这种类乎“自由、平等、博爱”的目的，是伟大的、动人的。一旦揭橥出来号召，全世界志士仁人，谁曰不宜？沛然又谁能御之，共产主义的招牌，已经“通吃”如此，马
017.你是毛泽东.txt	9	example	402	何况，共产主义的伟大动人，在其理想，理想毕竟是理想，不论真奶油或人造奶油，止于理想层次，望奶止渴、油然而生，是人类快事，所以中国人喊“不必藏于己”、“不必为己”，只是光说不练，非不为也，是不能也。马克思以下一定要练，结果练出祸来。共产党革命成功后，当权派真奶油也好、人造奶油也罢，其实都只嘴上含奶，话里冒油，骨子里，全是打天下后守天下的帝王老路，与共产主义或什么什么主义殊少关联。试看共产党口口声声师承马克思，但一旦革命成功，一旦变成当权派，立刻马克思变成“克马思”，发现马克思不够看。例如共产党代表大会，每年开一次会，
017.你是毛泽东.txt	14	example	290	传统的救亡图存方法只是“目的热”，热烈要求达到目的，例如义和团的“扶清灭洋”，目的固然极热，方法却一塌糊涂，全是盲人骑瞎马式的乱来，是谓“方法盲”。结果救亡图存不成，爱国适足以祸国。避免挨饿，饿殍遍野；避免挨打，打得更凶。由鸦片战争一国打、到英法联军两国打、到八国联军八国打，中国国不成国。最后，辛亥革命了，中国人打倒了“满清之专制”，以为方法对了，但辛亥革命后第九年，孙中山公开写《孙文学说序》，指出“去一满清之专制，转生出无数强盗之专制”，导致人民“陷水益深，蹈火益热”！足证革命法宝，已经不灵了。这时五四风潮大至，
