id,book,round,status,title,source_file,source_heading,source_heading_line,source_line_start,source_line_end,char_count,text_sha1,story_text
"LZZYHY011","李敖自传与回忆","extract_round1","needs_proofread","吉林三宝","001.李敖自传.txt","吉林三宝","43","45","45","226","28b6579605628c78cb49748b69a54862953efedc","　　吉林的特产是东北三宝，所谓“人参”“貂皮”“乌拉草”。人参在传说中，是一种“土行孙”式可在地下行走的植物，去挖的时候，要小心翼翼的围捕，方不被它跑掉。人参每次出土，有的相隔十多年、有的相隔二十多年。人参总在地下隐居百年以上，它虽在地下隐居，却要在林间、岩下、腐土、低温、背阴向阳、倚水又排水良好、每日阳光三至五小时等条件下，才有珍贵的结果。东北土话说“七两为参，三两为宝”，表示大的人参来之不易。乌拉草做的鞋叫乌拉鞋，可以保暖，是寒冷地带最需要的。"
"LZZYHY012","李敖自传与回忆","extract_round1","needs_proofread","乌撒","001.李敖自传.txt","乌撒","47","49","49","220","ec14d211aaf16cd19f28c4d2f42a07b626bd70cd","　　根据《李氏宗谱》，我的远籍实际是云南乌撒。据《元史·地理志》：“乌撒者，蛮名也。所辖乌撒、乌蒙等六部。后乌蛮之裔，尽得其地，因取远祖乌撒为部名。至元十一年始附，十三年立乌撒路。”乌撒路包括现在云南镇雄县和贵州威宁县；到了明朝，改为乌撒卫，就是现在的威宁县。《李氏宗谱》上说是明太祖洪武年间自乌撒迁到山东潍县的。洪武十四年（1381）秋天，明太祖曾派傅友德为征南将军，带兵三十万征云南，那次人民的北移，是强迫性的。我的祖先，很可能是苗族。"
"LZZYHY013","李敖自传与回忆","extract_round1","needs_proofread","爸爸在北大","001.李敖自传.txt","爸爸在北大","51","53","53","450","a620a94f57907c7c8aa606ae3923f2fc1cb9766e","　　爸爸名叫李鼎彝，字玑衡。1920年（民国九年）进入北大国文学系。那时正是五四运动后第一年，正是北大的黄金时代。蔡元培是他的校长，陈独秀、胡适、周树人（鲁迅）、周作人、钱玄同、沈尹默等等是他的老师，他的同班同学，后来较有成绩的，有搞中国文学史的陆侃如、冯沅君，有搞国语运动的魏建功，同届的同学有冯友兰、周德伟、陈雪屏。爸爸本人书念得并不出色。他讲过北大的四则见闻：第一是关于蔡元培解决学生打架事件的（我另有专文记录，题目叫《真教育家的评判》，收入《李敖千秋评论丛书》第六期《神仙·老虎·狗》里）；第二是关于鲁迅上课情形的，鲁迅上课，把讲义一丢，态度倨傲已极；第三是关于魏建功的，盲诗人爱罗先珂到中国来，大家捧他，魏建功独持异议，说“我们不能盲从”，引起鲁迅等人的抨击，魏建功却大大出了名；第四是关于爱因斯坦的，爱因斯坦到日本讲学，蔡元培想请他顺便到中国来，传说爱因斯坦开价多少多少钱才肯，蔡元培筹不出这些钱，只好作罢。事后蔡元培大骂犹太人爱钱云云。对这一项，我感到很可疑，因为爱因斯坦并非爱钱的人。"
"LZZYHY014","李敖自传与回忆","extract_round1","needs_proofread","军阀尊敬知识分子","001.李敖自传.txt","军阀尊敬知识分子","55","57","57","268","c14cf824d8a59e9e3b42c93e1a3e23514bc8509a","　　爸爸在1926年（民国十五年）北大毕业，吉林省政府想公费送他留学，他那时已经二十八岁了，急于回家乡养家，所以就拒绝了。因为是“京师大学堂”毕业的，回到家乡，非常拉风，他立刻被聘为吉林四中（六中？）校长，当时的待遇极好，远非日后的穷教员可比。当时对教育界人士和知识分子的重视与尊敬，也远非日后的风气可比。爸爸说：军阀张作霖，在孔夫子诞辰的时候，脱下军装，换上长袍马褂，跑到各个学校，向老师们打躬作揖，说我们是大老粗，什么都不懂，教育下一代，全亏诸位老师偏劳，特地跑来感谢。军阀们是不敢向教育界人士致训词的，也不敢颁发训词教教师研读的。"
"LZZYHY015","李敖自传与回忆","extract_round1","needs_proofread","爸爸的著作","001.李敖自传.txt","爸爸的著作","59","61","61","174","d8e503750c6940b6139054c65cd7c463ff320b0f","　　爸爸除在吉林四中做校长外，也在吉林女子师范、吉林大学兼课。他唯一一部著作——《中国文学史》，也写在这个时期。这部《中国文学史》，后来由我加上长序，由文星书店印出来，当时我的长序惹起大风波，经文星书店撕掉长序，才免于被查禁。文星垮后，改由传记文学社出版（这篇长序，题目叫《爸爸·我·文学》，收入《李敖千秋评论丛书》第三期《奇情·上吊·血》里）。 "
"LZZYHY016","李敖自传与回忆","extract_round1","needs_proofread","大学校长最佩服的人","001.李敖自传.txt","大学校长最佩服的人","63","65","65","143","3937257547c6a9b29f476d39dfde7f24b4e9a558","　　爸爸在吉林大学当讲师，吉林大学校长是张作相，挂名的，不管事。校务由副校长李锡恩（纶三）负责。李锡恩后来做了立法委员，内疚神明，外惭清议，不肯开会，去了美国。这比起在台湾的万年国会的黑心委员，高明得太多了。此公德国留学，书念得不错，但他生平，却佩服一个没念过一天书的文盲——我的爷爷。"
"LZZYHY017","李敖自传与回忆","extract_round1","needs_proofread","李凤亭","001.李敖自传.txt","李凤亭","67","69","69","147","f24a604fa710ac7a5f2fc579c417de3edfb58de2","　　爷爷名叫李凤亭，他不大会写这三个字。他生在山东省潍县，时间约在清朝同治元年（1862）前后，也就是中华民国前五十年前后。他小时候，赶上荒年，跟着母亲去做乞丐。一天碰到狗来咬，他母亲怕他被咬到，就用身体保护他，母亲却被咬致死。他流浪一阵，无以维生，就替“下关东”的人赶马车，也去“下关东”。 "
"LZZYHY018","李敖自传与回忆","extract_round1","needs_proofread","下关东","001.李敖自传.txt","下关东","71","73","73","230","e34627642eae9059b82528557a80bb71edb9f52c","　　所谓“下关东”，是专指山东、河北等省的穷人，朝山海关外的东北偷渡。东北是满洲人的老家，满洲人入关建立清朝后，把东北划为禁区，除了发配罪犯，禁止汉人去东北。所以当时中国的东北，就像英国的澳洲一样，只是罪犯的大本营。顾贞观《金缕曲》中“季子平安否”所指的吴汉槎，就是最有名的一个囚犯。但是，东北地大物博，它的富庶，对山东、河北等省的穷人，的确构成大诱惑。这种诱惑，使禁区禁令成为废纸，大量的汉人纷纷“下关东”，在白山黑水之间，驰骋犯难，就像美国“去西部”一样。"
"LZZYHY019","李敖自传与回忆","extract_round1","needs_proofread","日俄战争以后","001.李敖自传.txt","日俄战争以后","75","77","77","158","d4ff62eaaca8d7e22f409eded475ef7733fc1068","　　1904年，日本和俄国打仗，千古怪事是，这两个国家打仗，战场却在第三国——中国的东北。东北这时候，已经有四百万人口，这些人口的压阵，使日本、俄国在瓜分东北上，产生了不少阻力。满洲人再也没想到：禁止到他们老家的汉人，却在阴错阳差之中，替他们看住了老家！这些看家的开拓者中，有一个满口山东口音的壮汉，就是李凤亭先生。"
"LZZYHY020","李敖自传与回忆","extract_round1","needs_proofread","名目繁多的行业","001.李敖自传.txt","名目繁多的行业","79","81","81","125","39d48770b81a7b4a66536ec5355b2d646972e283","　　爷爷活了八十三岁，其中有六十年在东北度过，他的一生，充满了行动与传奇。他做过赶马车的、工人、农民、打更的、看坟的、流氓、土匪、打土匪的、银楼老板等等，名目繁多。爷爷虽然不识字，但是胆大心细，头脑清楚，是有名的厉害角色。有关他厉害的一个故事如下： "
"LZZYHY021","李敖自传与回忆","extract_round1","needs_proofread","独战土匪","001.李敖自传.txt","独战土匪","83","85","85","297","2a7b9ed901868c8b5747a21a4139d7cc21577426","　　七十多岁以后，他和大爷大娘住在郊区，一天晚上，来了一伙土匪，把家包围，在墙外高叫开门。大爷大娘已吓得面无人色，但是爷爷却镇定异常。他下令大爷大娘在室内大声吹警笛，自己却拿起一根丈八蛇矛，从前门跑到后门、从后门跑到前门，向土匪呼啸叫战。土匪们弄胡涂了，他们绝没想到：居然有这么一个倔强不怕死的老头子，手拿丈八蛇矛，坚持保卫家园，毫无让步之意。大概他们被这种从来想象不到的英勇行动震慑住了，最后他们决定撤退，一个土匪从墙头朝爷爷开了一枪，子弹打穿了窗上玻璃，打碎了窗台上的花盆，最后打到衣柜上。这个衣柜，一直跟着我们，最后运到故都。柜上一个圆坑，就是子弹的旧痕。这个旧痕，表示了人间大勇是什么。"
"LZZYHY022","李敖自传与回忆","extract_round1","needs_proofread","慓悍的庄家","001.李敖自传.txt","慓悍的庄家","87","89","89","518","66be8bc07362dbc19972aa043fb27aea76fa4f28","　　另一个有关他厉害的故事是：他做流氓时代，一天在农田里设赌局，做庄家。聚赌的人里，有一个流氓某甲，手气不佳，每局都输，现金先输光，接着马输光，接着行囊输光，接着外套输光。最后他输火了，拔出刀来，在大腿上割下一块肉——开始“肉赌”。肉赌是一种无赖的赌法，赌徒赌火了，一割肉的时候，庄家若不巧输给他，不能赔钱，只能赔肉。明朝大宦官魏忠贤，年少无赖，做赌徒输了，就表演肉赌，他割的不是大腿，而是他的生殖器！（庄家若输，也得割生殖器！）一般说来，赌徒一表演肉赌，庄家必须大量赔钱，破财消灾，免得万一一输，就要以肉赔肉。某甲这次表演肉赌，大腿上肉血淋淋往抬面上一摆，大家都相顾失色。不料这时做庄家的李凤亭先生，却面不改色的说：“好小子！你来这一套！割起腿上的肉来了！你有种！可是你给我搞清楚，这一套别人吃你的，我李凤亭不吃！你肉赌，按规矩，不是我输了才赔你肉吗？不是我输了以后再割都不迟吗？不是我赢了就不割了吗？可是为了不怕你，为了比你小子还有种，我先割给你看！割下来，我赢了，就算白割了！”说着，就拔刀朝自己大腿上割下肉来。这个以狠对狠的故事，我没法证实，但听说是爷爷的杰作。这一杰作，使我想起《吕氏春秋》中“齐之好勇者”互相割肉下酒的故事。"
"LZZYHY023","李敖自传与回忆","extract_round1","needs_proofread","“丑妇刁民”","001.李敖自传.txt","“丑妇刁民”","91","93","93","119","1f56175371cc532facc5102e238b1e3673f2fcff","　　爷爷和奶奶结婚，也有一段故事。爷爷做土匪，受了伤，躺在山洞里，被奶奶看到了，大力救他，后来就结了婚。奶奶是热河人，也姓“李”，因为中国传统同姓不婚，所以用瞒天过海，改姓“吕”。奶奶长得不怎么样，爷爷一骂她，就骂“穷山恶水，丑妇刁民”！"
"LZZYHY024","李敖自传与回忆","extract_round1","needs_proofread","奶奶的个性","001.李敖自传.txt","奶奶的个性","95","97","97","65","b8544ef3c7284d23e663ff52ede18c1d15242ab7","　　“丑妇刁民”很有个性，她在七十多岁去世前，还跟八十二岁的丈夫斗气不讲话，他们在儿孙包围下，合照了相，可是尽管照相，话还是不说。"
"LZZYHY025","李敖自传与回忆","extract_round1","needs_proofread","“要把我给磕死了”","001.李敖自传.txt","“要把我给磕死了”","99","101","101","169","e15db8b1340f4a01bee95726587f31b9fc718088","　　爷爷去世前，同我家住在一起，我常到他屋里玩，那时候我四至六岁，看他在后院亲自动手搭棚子、看他烧鸦片烟（烟土太贵，抽不起，只把鸦片烧成小黑丸吞服），跟他的感情极好。他过的最后一个旧历年，我从大年三十就不断的给他磕头拜年，一会儿就去磕一次，然后相对大笑。爷爷说：“这小子今年怎么回事？怎么老是向我磕头，磕个没完？看这样，要把我给磕死了！”"
"LZZYHY026","李敖自传与回忆","extract_round1","needs_proofread","死得清醒利落","001.李敖自传.txt","死得清醒利落","103","105","105","268","f4f35fb2e2437145ada42d0869892ab31bb1fe10","　　年过了以后，在奶奶去世第一百天那天，爷爷到庙里看给奶奶做佛事，佛事做完了，他向和尚们说：“我不会再来了，再来就是麻烦你们了！”当天晚上，大爷到我家来，陪爷爷过夜。爷爷向大爷和爸爸谈京戏，谈得兴高采烈。谈完了，要睡觉了，爸爸回到房里。不久大爷过来敲门，说爷爷说他不行了，大家赶过去，想找寿衣替爷爷穿（寿衣很多件，穿起来很麻烦。习惯是在人咽气前穿好，一咽气，就不好穿了。但人咽气前经这么一折腾，实在有速死的可能），慌乱之下，寿衣没找到，这时爷爷说寿衣在那个箱子里，大家找出来，替爷爷穿好，他就死了。他死得如此清醒利落，真是高人的死法。 "
"LZZYHY027","李敖自传与回忆","extract_round1","needs_proofread","寿材","001.李敖自传.txt","寿材","107","109","109","139","d8b6f29d4aabb877d7aeb866898deb2c3cffe54f","　　不久运来棺材，这棺材是爸爸在爷爷生前订做的，用千百年柏树为材料，是上品。那时候，流行生前备好寿衣寿材，老人家都要试穿试躺一次，爷爷奶奶都试过，爷爷试的时候，很高兴，他们那时代的人对“慎终”、“送死”都极重视，也毫不忌讳。只有后来的人，才那样远离死、漠视死，死得那样没有准备。"
"LZZYHY028","李敖自传与回忆","extract_round1","needs_proofread","大出殡与男尊女卑","001.李敖自传.txt","大出殡与男尊女卑","111","113","113","120","0b50ad4bdd99d9df4295843b1c60ee84b25ccdb3","　　出殡时候，爷爷的子孙媳女大排长龙，大爷是长子，第一名，依次为爸爸、三叔、五叔、六叔、大哥、我，全部男性领先。在我后面是大娘、妈妈、三婶、三姨（即五婶，因她是妈妈的妹妹，所以只叫三姨）、六婶等。这种排名次序，充分看出中国男尊女卑的传统。 "
"LZZYHY029","李敖自传与回忆","extract_round1","needs_proofread","三叔、六叔","001.李敖自传.txt","三叔、六叔","115","117","119","350","5bd6f1d4e277dad22c074e4569297c72522eb5d2","　　三叔名叫李湘岱，中法大学毕业，三婶是他同学。这一对夫妇，软弱、和善而小气，有一男一女。六叔最有个性，圆圆的脸，两眼机警有神。他从小有反叛性，十几岁就去了苏联。抗战时做共产党地下工作，和三叔一起被日本宪兵捕去，这时我们才明白三叔并非软弱之辈，他原是有理想的。六叔更不消说，他在地下工作方面，反是三叔的上司。我们到他们被捕，才恍然大悟为什么他们两家一直不同我们来往，也不同爷爷奶奶来往。直到他们被日本宪兵放出来，整个李家才有一番大团圆的景象。

　　六叔聪明而多艺，他受过地下工作专业训练，通俄文、英文、日文、会拳击，写了一手好毛笔字。六婶是上海人，六婶妹妹我们叫老婶，很漂亮，后来做六叔的姨太太。姐妹对生，共有八个儿女，给六叔很大的负担。六叔是整个李家唯一讨姨太太的人，也是唯一和南方女人结婚的人。"
"LZZYHY030","李敖自传与回忆","extract_round1","needs_proofread","五叔","001.李敖自传.txt","五叔","121","123","123","241","7c669829c8d362d7d0bb92f491ec7dd2df84646d","　　五叔是最宝的一位。他在大学念物理系，可是没毕业。他看中妈妈的大妹，按大排行算，我们叫她三姨。三姨原嫁给徐国材，徐国材不上路，最后离了婚。那时抗战开始，爸爸为全家老小所累，不能去后方，就叫五叔去。五叔热恋三姨，他走到汉口，就不肯走了。又回到家里，爸爸大失所望。五叔不管，同三姨结了婚。在所有叔叔中，五叔和我家走得最勤。此公喜说笑话，为人没大没小的。他去天津，我家老妈子托他办事，他偷偷赚了老妈子的钱，把赚到的钱，又全部买了茶叶，送给老妈子，然后欣赏老妈子对他歌颂之辞，引以为乐。 "
"LZZYHY031","李敖自传与回忆","extract_round1","needs_proofread","四姑做妖姬状","001.李敖自传.txt","四姑做妖姬状","125","127","127","228","1c7b3ef82c0a2d747bb2564a9fca6c6f33e7df09","　　四姑聪明而漂亮，生存能力又极高强。从小就偷嫂子张桂贞女士的化妆品化妆，照镜做妖姬状。她的婚姻不美满，她就解决了它。离婚后，正值抗战胜利，她跟陈纳德的飞虎队要员丁锡庆打得火热（陈香梅《往事知多少》书中有一段特别提到丁锡庆）。丁锡庆为四姑所迷，同元配离了婚。他同四姑结婚后，生了两个小孩。大陆丢掉，丁锡庆做民航空运公司曼谷总经理，后来病死了。四姑住在香港，失掉联络。她从香港寄过一次照片，一派电影明星打扮。我每想到她，就想到她是我们李家最走达尔文路线的人。"
"LZZYHY032","李敖自传与回忆","extract_round1","needs_proofread","老姑跟进","001.李敖自传.txt","老姑跟进","129","131","131","120","6cf6504e74259fde446354007572e4fcc7b42f07","　　老姑（小姑、六姑）一直以老幺地位，跟在爷爷奶奶身边。爷爷奶奶在一百天内先后死去，她住在空屋里一阵，很可怜。她后来走四姑路线，但条件不如四姑，男朋友也不如四姑多。妈妈们在背后叫四姑做“四妖精”，老姑做“老妖精”，姑嫂之间如何，由此可见！ "
"LZZYHY033","李敖自传与回忆","extract_round1","needs_proofread","旧式家庭三大战","001.李敖自传.txt","旧式家庭三大战","133","135","139","317","e90c331fc96c7f366b206f5ed90da172cb69a7ff","　　中国旧式家庭有三大战：婆媳之战、姑嫂之战、妯娌之战。这三大战，都跟媳妇有关。妈妈是我们李家媳妇，当然无役不与。李家正赶上中国大家庭的解体时代，所以大战的程度极轻，只限于背后的一些女人是非而已。做为一个媳妇，妈妈对奶奶不错，奶奶临死前，缠绵病榻，每天给她擦身体的，就是这位二媳妇。

　　老人跟谁住？ 

　　爷爷奶奶一直跟老二和二媳妇一起住，但奶奶却说老二以外的儿子和媳妇最好。奶奶会对整年养她的老二和二媳妇有微词，却对平时聊拔几毛、只在年节生日送点小礼的其它儿子媳妇大加称赞，这种是非不明，是旧时代老太太的一个特色。爸爸妈妈身受委屈多年，想不到妈妈老了以后，也有这种倾向，也变得抱怨“养生派”而偏心“送礼派”，谁说历史不重演！ "
"LZZYHY034","李敖自传与回忆","extract_round1","needs_proofread","张人权","001.李敖自传.txt","张人权","141","143","143","121","3c2616092466175417df31e588abac2576d3a86e","　　外祖父（我们叫姥爷）名叫张人权，这个名字倒满有时代意义。他长得身材高大，相貌堂堂，威严无比。他有一张大照片，一直挂在家里，照片中的眼睛不论你从哪个角度望去，好象都一直盯着你，教人为之生畏，为之想到乔治·奥威尔《一九八四年》中的“老大哥”。"
"LZZYHY035","李敖自传与回忆","extract_round1","needs_proofread","烧冷灶","001.李敖自传.txt","烧冷灶","145","147","147","67","44fcf3fe89d61e0cdc0f4ce592dd508a1c5ef8af","　　姥爷是哈尔滨警察局下一个分局的局长，他为人耿直，不喜欢拍马屁。他的上司在台上，他不理、不买帐；他的上司垮了台，他却跑去“烧冷灶”。"
"LZZYHY036","李敖自传与回忆","extract_round1","needs_proofread","姥姥","001.李敖自传.txt","姥姥","149","151","151","79","a67a1e5dc316a3f9b571c9945d126f56e4ef2478","　　外祖母（我们叫姥姥）是一位胖太太，胖的自然不会背挺得直，姥爷是衣着笔挺背也笔挺的威严人物，经常对姥姥说：“老太太，把背挺起来、挺起来！”姥姥却不太理会他。"
"LZZYHY037","李敖自传与回忆","extract_round1","needs_proofread","细姨问题","001.李敖自传.txt","细姨问题","153","155","155","105","cead212c4a4fc615ca97ad89af0c83a1b8e1f819","　　姥姥唯一理会的是姥爷有爱讨姨太太的毛病。姥爷喜欢讨姨太太，本来是说说的，后来真的讨了一个回来，但是不久姨太太就离去了。姥爷本来还不死心，还想讨，但是不久他就死了。姥爷死后，姥姥就同我们合住，一直到她死去。 "
"LZZYHY038","李敖自传与回忆","extract_round1","needs_proofread","张府三姐妹","001.李敖自传.txt","张府三姐妹","157","159","159","158","69954b44a5d727545fa9542ccb93fea907ff9b66","　　姥姥只生了三个女儿，没有儿子，这大概也是老爷要讨姨太太的主要理由。三个女儿是老大（妈妈，大排行是老二）、老二（我们叫三姨）、老三（我们叫老姨）。三姨嫁给五叔，生一男一女。老姨嫁给李子卓，生了一个儿子。李子卓是我的长辈中唯一一个国民党，并且还是“外戚”级的。我家同国民党素无渊源，在一党独大下，家世清白，于此可见！"
"LZZYHY039","李敖自传与回忆","extract_round1","needs_proofread","老姨最漂亮","001.李敖自传.txt","老姨最漂亮","161","163","163","69","b8d442cabc442624057eb65d0cd6ad5f633709fd","　　姥姥的三个女儿中，老姨长得最漂亮，身材又好。当时追求的人颇多。据说她在婚前，同爸爸的感情也不错。爸爸留下的日记里，也可以证实这一点。 "
"LZZYHY040","李敖自传与回忆","extract_round1","needs_proofread","离婚的代沟","001.李敖自传.txt","离婚的代沟","165","167","167","54","219dfbcbe0b91dd7121ff46de7f14ded347bff4d","　　三姨第一次婚姻，由于丈夫吸毒，很不如意。爸爸赞成离婚，可是姥爷思想古板，不准离，直到姥爷死后，才离了婚。"
"LZZYHY041","李敖自传与回忆","extract_round1","needs_proofread","姥爷的坟","001.李敖自传.txt","姥爷的坟","169","171","171","66","7c75d8e2777a2141eebe378db21a86303a7ec3a7","　　哈尔滨是东北最进步的都市，因为有许多白俄住，许多地方，都很洋派。以姥爷的坟为例，设计得很雅致，一点没有传统那种皇天后土式的恐怖。"
"LZZYHY042","李敖自传与回忆","extract_round1","needs_proofread","全家十九口","001.李敖自传.txt","全家十九口","173","175","175","188","4e8b02a9c471417e787462e18dae10db32a36fef","　　从1926年爸爸北大毕业回到东北起，到1936年我一岁这十年间，是我们在东北老家生活的最重要十年。这十年间，爷爷退休、爸爸结婚、姥爷死去、妈妈生了四个姐姐之后再生了我，全家局面已是浩浩荡荡。计开：爷爷、奶奶、姥姥、爸爸、妈妈、五叔、三姨、四姑、老姨、老姑、大姐、二姐、三姐、四姐和我，外加大爷、大娘一系四位，共达十九口之多。爸爸仰事俯蓄、平辈支援，负担之重，也就可想而知。"
"LZZYHY043","李敖自传与回忆","extract_round1","needs_proofread","出满洲记","001.李敖自传.txt","出满洲记","177","179","179","154","af284feff168cd7aebbe44f51fbd5391fe0271b1","　　九一八事变前，东北正是黄金时代；九一八事变后，发光的未必都是金子，东北人民泪尽胡尘，饱尝做亡国奴的痛苦与辛酸。爸爸一直计划全家离开东北，进入关内，不受日本鬼子的统治，可是种种困难，未能如愿。到了1937年（民国二十六年），他终于做到了举家南迁的大手笔，十九口浩浩荡荡，迁到北平，完成了他的“出满洲记”。 "
"LZZYHY044","李敖自传与回忆","extract_round1","needs_proofread","从根到浮萍","001.李敖自传.txt","从根到浮萍","181","183","183","57","e87e2eef078d0b0f0686f30aba42ce6b06c0386b","　　北平虽然是爸爸的旧游之地，但这次重来，处境、心情和十几年前大不相同，东北是根，北平却是浮萍，一切都得重新干起。"
"LZZYHY045","李敖自传与回忆","extract_round1","needs_proofread","找职业","001.李敖自传.txt","找职业","185","187","187","122","f278caf5e527719e6b1006d3d216b953aed35e77","　　首先是找职业，要找人介绍。他去找过他的老师胡适，但是胡适没理他（胡适是不帮人介绍职业的，但对有成就的人，他会主动帮忙）。爸爸在北大时就不是出色的学生，胡适对他并无印象（二十年后，我还同胡适提到这件事。胡适说他完全记不得这位学生和这件事了）。"
"LZZYHY046","李敖自传与回忆","extract_round1","needs_proofread","两块面包","001.李敖自传.txt","两块面包","189","191","191","116","91008456890186edd2c3246c8d2510a270e37a0d","　　找了一阵，他终于在法部找到一份小差使。那时我们住东城，为了省下车钱，爸爸每天走路，走到西城去上班。每天下班回来，在面包行里买两块面包，一块给全家最老的——爷爷——吃，一块给全家最小的——我——吃。他自己和其它的人，都看着，不吃。"
