id,book,book_slug,title,source_ids,source_file,source_lines,char_count,story_text
XN17011,虚拟的十七岁,xuni_de_shiqisui,斐憐要重建亚历山大毁掉的城,XN17_011_60,011.蜚蠊之夜.txt,119-119,275,"提到‘蜚蠊’，我就用接近同音的串连方法，想到希腊名妓Phryne（斐憐），当然我也想到她的故事。Of the many stories told about her, the most famous is that of her promise to rebuild at her own expense the city of Thebes on condition that it bear an inscription: “Destroyed by Alexander; rebuilt by Phryne.”亚历山大毁了的城，斐憐给重建起来。"
XN17012,虚拟的十七岁,xuni_de_shiqisui,穷书生用耳光反驳和尚,XN17_012_49,012.蜚蠊后夜.txt,97-97,214,一个故事说，一个穷书生，住在庙里读书，和尚势利眼，对他很怠慢。一天，有大官来了，和尚跑过去拍马屁，殷勤得很。事后穷书生兴师问罪说：‘你出家人怎么这样势利眼？对大官你就殷勤得很，对我们你就一点不殷勤。’和尚说：‘佛门的看法，先生你有所不知，我们和尚，殷勤就是不殷勤、不殷勤就是殷勤。’和尚说完，书生啪的一个耳光就打在他脸上，和尚说：‘你怎么打人？’书生说：‘书生的看法，和尚你有所不知，我们书生，打人就是不打人、不打人就是打人。’
XN17013,虚拟的十七岁,xuni_de_shiqisui,六十七岁富翁娶十七岁少女,XN17_016_110,016.智者的虚拟第二号.txt,219-219,177,"我有个笑话讲给你。一个六十七岁的老富翁，非常健康、有钱、有魅力。他喜欢上一个十七岁的漂亮女孩子，居然要结婚了。两人相差五十岁，那是非常‘老夫少妻’的。他的好朋友们不以为然，一齐跑来劝他，说，你六十七、女的十七，在床上，要出人命的。老富翁安静的听完了劝告，不以为然的说：的确要出人命的，可是If she dies, she dies! 她要死，我没办法。”"
XN17014,虚拟的十七岁,xuni_de_shiqisui,辜鸿铭咖啡店反击英国商人,XN17_024_152,024.相对胡言.txt,303-303,201,辜鸿铭是北京大学教授，是现代中国最保守的知识分子，有一次，在一家高级咖啡店中，他出现了，自己独坐一角，在看一本卷起来的线装书。另一桌有四个英国商人，忍不住对这还留着清朝辫子的老头儿评头论足，他们用的是骄傲的英语，言谈中挖苦这位中国老人和他的文化。忽然，这位老先生侧过头来，用典雅的牛津（Oxford）腔发声了，还夹杂着拉丁文，把四个英国人和他们的文化奚落一顿。四个人相顾失色，又惊奇无比，太不可思议了。
XN17015,虚拟的十七岁,xuni_de_shiqisui,贞德动摇后选择殉死,XN17_034_55,034.模特儿第N次.txt,109-109,240,贞德是在1430年11月，以一万六千法郎的身价，被卖给英国人的。后来被审问，从1431年1月持续到5月。由于她的抗拒，在1431年5月24日，她被带到圣奥恩（St. Ouen）的墓地，警告她如不低头，就当场烧死她。她害怕了，便发誓认罪，声言痛改前非，而被判为终身监禁。可是，由于英国人的压力，六天以后，她还是被带到卢恩的老市场（Rouen's Old Market），被当场烧死了。贞德在5月24日签字悔过后，她的内心非常不安，三天以后，5月27日，她终于恢复自我，宣告悔过作废。
XN17016,虚拟的十七岁,xuni_de_shiqisui,女学生只见过勃起图形,XN17_040_10,040.名牌.txt,19-19,102,笑话是在解剖学课堂上，老师要美丽的女学生在黑板上画出这一器官正常状态下的图形。女学生走上讲台，画出一个图形，但很显然是勃起状态的。老师纠正她说：‘我要你画正常状态的。’女学生说：‘我见过的，只有这种。’”
XN17017,虚拟的十七岁,xuni_de_shiqisui,卓别林扮卓别林没得冠军,XN17_042_4,042.王羲之.txt,7-7,51,我知道有一个关于大明星Chaplin（卓别林）的故事，他有一次参加扮演卓别林比赛，他本人并没得到冠军。
XN17018,虚拟的十七岁,xuni_de_shiqisui,电脑建议买停掉的手表,XN17_044_15,044.沙漏颂.txt,29-29,151,我讲个可爱的电脑故事给你：一位大学教授向电脑挑战，问电脑：‘电脑啊电脑，本教授只有这样的两只手表可以选择：一只破旧不堪，早就不走了；另一只则每二十四小时慢一秒钟。我该买哪一只？’电脑的答案是：‘应买不走的那一只。因为每二十四小时，它便能指出正确时间两次。另一只走的，却要一百二十年才指出正确时间一次。’
XN17019,虚拟的十七岁,xuni_de_shiqisui,宴会客人用汤匙证明时空,XN17_044_44,044.沙漏颂.txt,87-87,262,故事说一个宴会中，席上一位客人，他说时间和空间是一个东西，并且加以证明。他拿一只长的银汤匙，放在桌子上。‘看，’他说，‘我把这汤匙向右移动。当我这样做的时候，时间也在进行着。当我移动的时候，我在它后面留下一片空间，这片空间在时间上说就是过去。所以，汤匙向其中移动的前面那片空间就是未来。因此你们可以知道，时间和空间乃是一个东西。’这段话引发主人的反驳。主人说：‘但是，如果你不移动这汤匙，时间仍然在进行着。而且，虽然你在空间上可将汤匙移回，却不能在时间上将它移回。时间——恰恰现在——在时间度过的时候的每一刻——乃是未来。’
XN17020,虚拟的十七岁,xuni_de_shiqisui,鲁班用脚画水神,XN17_046_130,046.速写朱仑.txt,259-259,228,古代的水神名字好怪，叫‘忖留神’，长得太丑了，总是藏在水里，不给人看到。一天，鲁班约水神浮上来，水神说：‘我太丑了，你鲁班先生又会速写人像，我不能浮出来。’鲁班就举起两只手作揖，表示双手在作揖，不能速写。水神放心了，就浮出水面。鲁班一边跟他聊天，一边偷偷用脚来速写，水神最后发现了，又钻到水底去，可是，太迟了，鲁班用脚完成了速写像，就把像放到水上，使人人看得到这丑八怪水神丑成什么模样。这个中国神话，多有趣啊……这神话出自中国的古书，郦道元写的《水经注》。
XN17021,虚拟的十七岁,xuni_de_shiqisui,幻想病人从总统变无名小卒,XN17_048_71,048.避免阴茎在窃听.txt,141-141,72,一个笑话说：精神病医生恭喜病人，说：我终于治好了你的幻想症。但你为什么不开心？病人说：如果你头天还是美国总统，第二天就成了无名小卒，你会开心吗？
XN17022,虚拟的十七岁,xuni_de_shiqisui,哈代心脏归葬前妻坟墓,XN17_049_110,049.模特儿第N+1次.txt,219-219,139,想想英国文学家哈代吧，他三十四岁和他前妻结婚，婚后三十八年，前妻死了，他又再婚，再婚后十四年他死了，死时八十八岁。他被英国女王下令国葬在西敏寺，他的身体，虽然照着女王的意思，但他的心脏，却给挖了出来，埋在他家乡的前妻的坟墓里，这不是身首异处，而是身心两分，多么多情动人的故事呀。
XN17023,虚拟的十七岁,xuni_de_shiqisui,福特电机故障的一条粉笔线,XN17_051_19,051.“免于资讯的自由”.txt,37-37,108,就像当年美国Ford（福特）公司电机出了故障，专家来察看，用粉笔在电机上一画，说，要在这地方少绕十六圈。公司照办了，故障解除了。结果专家帐单开来，要一万美金，细目是：粉笔画线，一元；知道在哪里画线，九千九百九十九元！
XN17024,虚拟的十七岁,xuni_de_shiqisui,陆判给朱尔旦换心,XN17_052_90,052.真相边缘.txt,179-179,113,你知道中国古小说《聊斋》的故事吗？朱尔旦认识了十王殿的鬼判官陆判，变成酒友。一天在梦中，忽然胸口痛，醒来看到鬼判官正在给他动手术，心都给手术解决了，理论上，脑也可以，只是时间问题，说不定你有什么天窗被打开、被侵入、被大神附体。
XN17025,虚拟的十七岁,xuni_de_shiqisui,红楼女读者哭喊烧杀宝玉,XN17_055_106,055.朱仑十七帖.txt,211-211,59,《红楼梦》有一个女读者，着了迷，生了大病，她爸爸气得烧了这部书，女读者大哭大闹、拼死拼活，大叫说：“奈何烧杀我宝玉！”
XN17026,虚拟的十七岁,xuni_de_shiqisui,苏东坡佛印与苏小妹,XN17_055_238,055.朱仑十七帖.txt,475-475,227,有一个苏东坡和佛印和尚的故事。故事说：苏东坡到金山寺来同佛印和尚一起打坐，问佛印说：“和尚，你看我坐的样子怎样？”佛印说：“好庄严喔。像一尊佛像。”苏东坡听了很高兴。佛印和尚反问苏东坡：“学士，你看我坐的样子怎样？”苏东坡从来不放过嘲弄佛印和尚的机会，马上回答说：“像一堆牛屎。”佛印和尚听了也很高兴。消息传到苏东坡妹妹苏小妹耳里，聪明过人的苏小妹说：“哥，你输了！佛印和尚的心中如菩萨，所以他看你如菩萨；而你的心中像牛屎，所以你看他才像牛屎。你输了。”
XN17027,虚拟的十七岁,xuni_de_shiqisui,牧师说新旧约之间通常空白,XN17_056_117,056.从昏迷中醒来.txt,233-233,206,"就如同一则笑话说的，一次宴会上，一位女士发现她正好坐在一位parson（牧师）和一位rabbi（法师）中间，这位女士说她好像是《旧约》和《新约》中间的一页，I feel as though I was a leaf between the Old and the New Testaments.”牧师听了，说：‘那一页，通常是一纸空白。’The page, madam, is usually a bland!”"
XN17028,虚拟的十七岁,xuni_de_shiqisui,亚历山大劈开戈登结,XN17_056_188,056.从昏迷中醒来.txt,375-375,120,希腊神话中Phrygia国王Gordius（戈尔迪）打了一个难解开的大结，就是Gordian Knot（戈登结），神谕能解开这个结的方能为亚洲之王。公元前4世纪，亚历山大大帝看到这个结，大家看他如何解开，他却挥剑一劈，以劈成两半解决了问题。
XN17029,虚拟的十七岁,xuni_de_shiqisui,数学老师比十七岁疯一倍,XN17_056_192,056.从昏迷中醒来.txt,383-383,304,"一个笑话说，有个数学老师，一天出了一道难题给班上学生：‘一列火车每小时走六十公里，一条毛虫在同样时间内爬十英尺。’老师问：‘同学们，从这个题目，请你们算出我的年纪。’学生们都难住了，有个小男生却站起来说：‘老师，你是三十四岁。’老师说：‘对了，我正好三十四岁，请你告诉同学们，你是怎么算出来的。’小男生回答说：‘我有个邻居，他十七岁，他疯疯癫癫的，你一定是三十四岁，因为你比他疯一倍。’（I have a neighbor, and he is seventeen. He is crazy. You must be thirty-four, because you are twice as crazy.）"
XN17030,虚拟的十七岁,xuni_de_shiqisui,猜谜专家被同一谜底放平,XN17_056_196,056.从昏迷中醒来.txt,391-391,159,让我用一则笑话答复你。某君，以猜谜专家自居。一天，他出题让朋友猜：‘有个东西，上顶着天、下顶着地，是什么？’那朋友说：‘慢着。在我回答你以前，你先答复我这谜题：有个东西，上面朝东、下面朝西，是什么？’猜谜专家想了半天，猜不出来，说：‘我猜不出，到底是什么？’那朋友说：‘其实我的谜底和你一样，只不过我把它放平了而已。’
XN17031,虚拟的十七岁,xuni_de_shiqisui,方仲永泯然众人,XN17_059_4,059.又见朱仑.txt,7-7,71,我想到宋朝王安石和他那篇《伤仲永》。仲永是神童，但在成长过程中，环境跟不上他，最后，他只好跟上环境，神童不见了，神童沦为大众，“泯然众人矣！”
